"PRODUCT_ID","CATEGORY_NAME","CATEGORY_ID","PRODUCT_NAME","UNIT","PRICE","IS_DAIRY_FREE","IS_GLUTEN_FREE","IS_NUT_FREE","IS_VEGAN","EXCLUDE_ITEM"
"138","SIDES","1","Chutney - Mint","18","30.00","0","1","1","0","0"
"139","SIDES","1","Chutney - Tamarind","18","30.00","1","1","1","1","0"
"140","SIDES","1","Chutney - Mango","18","30.00","1","1","1","1","1"
"141","SIDES","1","Chutney - Red Onion","18","30.00","1","1","1","1","0"
"146","SIDES","1","Raitha","18","40.00","0","1","1","0","0"
"147","SIDES","1","Papad","19","0.25","1","1","1","1","0"
"148","SIDES","1","Salad","18","60.00","1","1","1","1","0"
"171","SIDES","1","Salna","18","50.00","1","1","1","1","0"
"237","SIDES","1","Onions and Chilli","18","50.00","1","1","1","1","0"
"241","SIDES","1","Pickles - 16 oz","20","5.00","1","1","1","1","0"
"253","SIDES","1","Assorted Fruit Salad","18","150.00","1","1","1","1","-1"
"259","SIDES","1","Greek Salad","18","90.00","0","1","1","0","-1"
"261","SIDES","1","Banana","19","1.00","1","1","1","1","-1"
"262","SIDES","1","Sweet Paan","19","2.50","1","0","0","0","1"
"284","SIDES","1","Pineapple Pachadi","18","120.00","0","1","1","0","0"
"286","SIDES","1","Chole","18","130.00","1","1","1","1","-1"
"333","SIDES","1","Chutney - Bengali","18","60.00","1","1","0","1","-1"
"372","SIDES","1","Plain Yogurt","18","50.00","0","1","1","0","1"
"375","SIDES","1","Moong and Channa Sprouts","18","175.00","1","1","1","1","0"
"377","SIDES","1","Chutney - Guva","18","150.00","0","1","1","0","0"
"378","SIDES","1","Onion Pacadi","18","80.00","0","0","0","0","0"
"379","SIDES","1","Mango Pachadi","18","80.00","0","1","1","0","0"
"388","SIDES","1","Chitti Garelu","19","2.00","1","1","1","0","0"
"405","SIDES","1","Chutney - Ginger","18","60.00","1","1","1","1","0"
"411","SIDES","1","Vadiyalu","19","0.25","1","0","1","0","0"
"412","SIDES","1","Moore Milagai","19","0.25","0","0","1","0","0"
"413","SIDES","1","Ghee","18","175.00","0","0","1","0","0"
"416","SIDES","1","Potato Chips","18","75.00","1","1","1","1","1"
"433","SIDES","1","Noodles","18","120.00","0","0","0","0","0"
"438","SIDES","1","Fryums","18","25.00","0","0","0","0","0"
"452","SIDES","1","Fried Chilli (16 oz)","19","5.00","0","0","0","0","0"
"470","SIDES","1","Kachumber Salad","18","110.00","1","1","1","1","0"
"480","SIDES","1","Shirazi Salad","18","65.00","0","0","0","0","0"
"482","SIDES","1","Crackers","19","0.30","0","0","0","0","1"
"511","SIDES","1","Rabri","18","40.00","0","0","0","0","0"
"91","SOUTH INDIAN","1","Egg Kothu Parota","18","130.00","0","0","1","0","-1"
"92","SOUTH INDIAN","1","Chicken Kothu Parota","18","140.00","0","0","1","0","-1"
"93","SOUTH INDIAN","1","Veg Kothu Parota","18","120.00","0","0","1","0","0"
"153","SOUTH INDIAN","1","Kal Dosai","19","4.00","1","1","1","1","0"
"207","SOUTH INDIAN","1","Live Station - Dosa","33","13.99","1","1","1","1","0"
"240","SOUTH INDIAN","1","Mini Veg Uthappam","19","4.00","1","1","1","1","0"
"245","SOUTH INDIAN","1","Tomato Uthappam","19","2.00","1","1","1","1","0"
"246","SOUTH INDIAN","1","Idli","19","2.00","1","1","1","0","1"
"248","SOUTH INDIAN","1","Avocado Dosa","19","2.00","0","1","1","0","-1"
"255","SOUTH INDIAN","1","Upma","18","100.00","0","0","0","0","0"
"265","SOUTH INDIAN","1","Chilli Parota","18","120.00","0","0","1","0","-1"
"275","SOUTH INDIAN","1","Live Station - Dosa - Bulk Rate","33","8.99","1","1","1","1","0"
"276","SOUTH INDIAN","1","Live Station - Chole Bhatura","33","13.99","1","0","1","1","0"
"277","SOUTH INDIAN","1","Live Station - Chole Bhatura - Bulk Rate","33","8.99","0","0","1","0","0"
"278","SOUTH INDIAN","1","Live Station - Naan","33","9.99","1","0","1","1","-1"
"279","SOUTH INDIAN","1","Live Station - Naan - Bulk Rate","33","6.99","1","0","1","0","0"
"280","SOUTH INDIAN","1","Podi Idli","18","150.00","1","1","0","1","0"
"285","SOUTH INDIAN","1","Idiyappam","19","3.00","1","1","1","1","-1"
"326","SOUTH INDIAN","1","Rasam","18","60.00","1","1","1","1","0"
"332","SOUTH INDIAN","1","Poori Masala","18","100.00","1","1","0","1","0"
"334","SOUTH INDIAN","1","Ceylon Parota","19","2.00","0","0","0","0","-1"
"357","SOUTH INDIAN","1","Tawa Sabji","18","120.00","1","1","1","1","0"
"386","SOUTH INDIAN","1","Chicken Salna","18","100.00","0","1","1","0","0"
"389","SOUTH INDIAN","1","Paneer Brushetta","19","3.50","0","0","0","0","0"
"390","SOUTH INDIAN","1","Gaulati Kebab","19","6.00","0","0","1","0","0"
"403","SOUTH INDIAN","1","Mini Idli","19","1.00","1","1","1","1","1"
"404","SOUTH INDIAN","1","Mini Medhu Vada","19","1.00","1","1","1","1","0"
"406","SOUTH INDIAN","1","Live Station - Rava Dosa","33","15.00","1","0","1","1","0"
"417","SOUTH INDIAN","1","Avarakai Veppudu","18","140.00","1","1","0","1","0"
"436","SOUTH INDIAN","1","Poriyal","18","140.00","0","0","0","0","0"
"437","SOUTH INDIAN","1","Kootu","18","140.00","0","0","0","0","0"
"449","SOUTH INDIAN","1","Kaima Idli","18","150.00","0","0","0","0","0"
"494","SOUTH INDIAN","1","Live Station - Egg Dosa","33","15.99","1","1","1","1","0"
"512","SOUTH INDIAN","1","Lemon Sevai","18","100.00","0","0","0","0","0"
"26","TANDOOR - NONVEG","1","Lamb Chops","19","6.00","0","1","1","0","0"
"27","TANDOOR - NONVEG","1","Chicken Lollipop","19","4.00","0","0","1","0","-1"
"31","TANDOOR - NONVEG","1","Tandoori Chicken","19","2.50","0","0","1","0","0"
"32","TANDOOR - NONVEG","1","Chicken Tikka","18","160.00","0","1","1","0","-1"
"33","TANDOOR - NONVEG","1","Murg Malai Kebab","18","160.00","0","1","0","0","0"
"34","TANDOOR - NONVEG","1","Hariyali Murg Kebab","18","160.00","0","1","1","0","-1"
"35","TANDOOR - NONVEG","1","Tandoori Grilled Fish","19","10.00","0","0","1","0","0"
"36","TANDOOR - NONVEG","1","Tandoori Salmon","19","12.00",\N,\N,\N,\N,\N
"37","TANDOOR - NONVEG","1","Campfire Jerk Chicken","18","150.00","0","1","1","0","-1"
"291","TANDOOR - NONVEG","1","Pomfret Fish - Full piece","19","15.00","0","1","1","0","0"
"344","TANDOOR - NONVEG","1","Chicken Seekh Kebab","18","160.00","0","0","0","0","0"
"391","TANDOOR - NONVEG","1","Tandoori Shrimp","18","240.00","0","1","1","0","0"
"481","TANDOOR - NONVEG","1","Chicken Koobideh","18","160.00","0","0","0","0","0"
"541","TANDOOR - NONVEG","1","Tandoori Mixed Platter","33","4.99","0","1","1","0","0"
"228","TANDOOR - VEG","1","Paneer Tikka","18","140.00","0","1","1","0","0"
"19","VARIETY RICE","1","Variety Rice - Pongal","18","100.00","0","1","0","0","0"
"39","VARIETY RICE","1","Variety Rice - Bisibelebath","18","130.00","0","1","0","0","-1"
"40","VARIETY RICE","1","Variety Rice - Curd Rice","18","90.00","0","1","1","0","-1"
"107","VARIETY RICE","1","Variety Rice - Veg Pulao","18","130.00","0","1","0","0","0"
"111","VARIETY RICE","1","Variety Rice - Jeera Rice","18","60.00","0","1","0","0","0"
"113","VARIETY RICE","1","Variety Rice - Veg Fried Rice","18","110.00","0","0","1","0","0"
"114","VARIETY RICE","1","Variety Rice - Egg Fried Rice","18","120.00","1","1","1","0","-1"
"115","VARIETY RICE","1","Variety Rice - Chicken Fried Rice","18","140.00","1","0","1","0","-1"
"157","VARIETY RICE","1","Variety Rice - Jeera Pulao","18","130.00","0","1","0","0","-1"
"158","VARIETY RICE","1","Variety Rice - Zafrani","18","130.00","0","1","0","0","0"
"159","VARIETY RICE","1","Variety Rice - Zaffrani Pulao","18","130.00","0","1","0","0","0"
"163","VARIETY RICE","1","Variety Rice - Ven Pongal","18","120.00","0","1","0","0","0"
"167","VARIETY RICE","1","Variety Rice - Sweet Pongal","18","130.00","0","0","0","0","0"
"169","VARIETY RICE","1","Variety Rice - Schezwan Fried","18","130.00","1","0","1","1","0"
"172","VARIETY RICE","1","Variety Rice - Kashmiri Saffron Pulao","18","130.00","0","1","0","0","0"
"173","VARIETY RICE","1","Variety Rice - Pulihora","18","130.00","1","1","0","1","0"
"174","VARIETY RICE","1","Variety Rice - Khichdi","18","130.00","0","0","0","0","0"
"175","VARIETY RICE","1","Variety Rice - Coconut Rice","18","130.00","1","1","0","1","-1"
"176","VARIETY RICE","1","Variety Rice - Sesame Rice","18","130.00","1","1","0","1","0"
"177","VARIETY RICE","1","Variety Rice - Lemon Rice","18","130.00","1","1","0","1","0"
"178","VARIETY RICE","1","Variety Rice - Karuvapellai Satham","18","130.00","1","1","0","0","0"
"179","VARIETY RICE","1","Variety Rice - Bagara Annam","18","130.00","0","1","0","0","-1"
"180","VARIETY RICE","1","Variety Rice - Brinji","18","130.00","0","1","1","0","-1"
"181","VARIETY RICE","1","Variety Rice - Vaangi Bath","18","130.00","0","1","0","0","0"
"182","VARIETY RICE","1","Variety Rice - Zarda","18","130.00","0","1","0","0","0"
"183","VARIETY RICE","1","Variety Rice - Tomato Rice","18","130.00","0","1","0","0","0"
"184","VARIETY RICE","1","Variety Rice - Bhindi","18","130.00","0","1","0","0","-1"
"185","VARIETY RICE","1","Variety Rice - Beetroot Pulao","18","130.00","0","1","0","0","-1"
"186","VARIETY RICE","1","Variety Rice - Pineapple Rice","18","120.00","0","1","1","0","0"
"187","VARIETY RICE","1","Variety Rice - Carrot","18","130.00","1","1","0","1","-1"
"188","VARIETY RICE","1","Variety Rice - Mango","18","130.00","0","0","0","0","0"
"189","VARIETY RICE","1","Variety Rice - Pepper Rice","18","130.00","0","1","1","0","0"
"190","VARIETY RICE","1","Variety Rice - Channa Dal Pulao","18","130.00","0","1","1","0","-1"
"191","VARIETY RICE","1","Variety Rice - Paneer Pulao","18","130.00","0","1","1","0","0"
"193","VARIETY RICE","1","Variety Rice - Garlic Fried","18","130.00","1","0","1","1","-1"
"194","VARIETY RICE","1","Variety Rice - Peas Pulao","18","130.00","0","1","1","1","0"
"195","VARIETY RICE","1","Variety Rice - Ghee Rice","18","130.00","0","1","0","0","-1"
"197","VARIETY RICE","1","Variety Rice - Capsicum","18","130.00","0","1","1","0","-1"
"198","VARIETY RICE","1","Variety Rice - Methi Pulao","18","130.00","0","1","1","0","0"
"199","VARIETY RICE","1","Variety Rice - Masale Bhat","18","130.00","0","1","0","0","0"
"203","VARIETY RICE","1","Variety Rice - Burnt Garlic Fried","18","130.00","0","1","1","0","-1"
"204","VARIETY RICE","1","Variety Rice - Shahi Pulao","18","130.00","0","1","0","0","0"
"205","VARIETY RICE","1","Variety Rice - Kuska","18","130.00","0","1","1","0","0"
"267","VARIETY RICE","1","Variety Rice - Kashmiri Veg Pulao","18","120.00","0","1","0","0","0"
"355","VARIETY RICE","1","Variety Rice - Chicken Pulao","18","110.00","0","1","0","0","0"
"358","VARIETY RICE","1","Variety Rice - Mint Rice","18","130.00","1","1","0","1","0"
"400","VARIETY RICE","1","Variety Rice - Kichadi (South Indian)","18","120.00","0","0","0","0","0"
"430","VARIETY RICE","1","Variety Rice - Vangi Bath","18","130.00","0","0","0","0","0"
"457","VARIETY RICE","1","Variety Rice - Tamarind Rice","18","130.00","0","0","0","0","0"
"472","VARIETY RICE","1","Sabudana Khichdi","18","140.00","0","0","0","0","0"
"477","VARIETY RICE","1","Undhiyu","18","300.00","0","0","0","0","0"
"513","VARIETY RICE","1","Variety Rice - Raju Gari Veg Pulao","18","130.00","0","0","0","0","0"
"539","VARIETY RICE","1","Schezwan Egg Fried","18","120.00","0","0","0","0","0"
