ID_x,DELIVERY_DATE,DELIVERY_TIME,DELIVERY_MODE,DELIVERY_STATUS,INVOICE_AMOUNT,TAXES,CATERING_COST,SHOW_PRICE,DISCOUNT,GUEST_COUNT,PER_PERSON_RATE,LIVE_STALL_CHARGE,SETUP_CHARGE,EVENT_FACILITY_FEE,SERVER_CHARGE,GRATUITY,CATERING_STATUS,CATERING_LOCATION,ID_y,CATERING_ID,CATERING_DET_ID,ITEM_DESC,SPICE_LEVEL,QUANTITY,PRICE_x,DAIRY,GLUTEN,NUTS,VEGAN,COMMENTS,LNL_LOCATION,CREATED_DTTM,CREATED_BY_ID,UPDATED_DTTM,UPDATED_BY_ID,PRODUCT_ID,CATEGORY_NAME,CATEGORY_ID,PRODUCT_NAME,UNIT,PRICE_y,IS_DAIRY_FREE,IS_GLUTEN_FREE,IS_NUT_FREE,IS_VEGAN,EXCLUDE_ITEM
351,4/24/2021,18:30:00,30,\N,1525.0,0.0,1525.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,durham,7292.0,351.0,0.0,Dal Tadka,,1 tr,70.0,1.0,-1.0,-1.0,-1.0,,\N,4/28/2021 11:07,admin,\N,\N,45.0,ENTREE - VEG,1.0,Dal Tadka,18.0,130.0,0,1,1,0,0
351,4/24/2021,18:30:00,30,\N,1525.0,0.0,1525.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,durham,7293.0,351.0,0.0,Gobi Pepper Fry,Meidum,11/2 tr,90.0,1.0,-1.0,-1.0,-1.0,,\N,4/28/2021 11:07,admin,\N,\N,13.0,APPETIZER - VEG,1.0,Gobi Pepper Fry,18.0,140.0,0,0,1,0,-1
351,4/24/2021,18:30:00,30,\N,1525.0,0.0,1525.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,durham,7294.0,351.0,0.0,Green Mango Drink,,100 cups,150.0,-1.0,-1.0,-1.0,1.0,,\N,4/28/2021 11:07,admin,\N,\N,,,,,,,,,,,
351,4/24/2021,18:30:00,30,\N,1525.0,0.0,1525.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,durham,7295.0,351.0,0.0,Grilled Paneer Tikka,Mild,"1,1/2 tr",150.0,-1.0,-1.0,-1.0,-1.0,,\N,4/28/2021 11:07,admin,\N,\N,,,,,,,,,,,
351,4/24/2021,18:30:00,30,\N,1525.0,0.0,1525.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,durham,7296.0,351.0,0.0,Jeera Pualo,,2 1/2 tr,160.0,1.0,-1.0,-1.0,-1.0,,\N,4/28/2021 11:07,admin,\N,\N,,,,,,,,,,,
351,4/24/2021,18:30:00,30,\N,1525.0,0.0,1525.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,durham,7297.0,351.0,0.0,Jelabi,,100 ps,150.0,1.0,-1.0,-1.0,-1.0,,\N,4/28/2021 11:07,admin,\N,\N,,,,,,,,,,,
351,4/24/2021,18:30:00,30,\N,1525.0,0.0,1525.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,durham,7298.0,351.0,0.0,Kadai Paneer,Mild,1 tr,100.0,1.0,-1.0,-1.0,-1.0,,\N,4/28/2021 11:07,admin,\N,\N,229.0,ENTREE - VEG,1.0,Kadai Paneer,18.0,140.0,0,1,1,0,0
351,4/24/2021,18:30:00,30,\N,1525.0,0.0,1525.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,durham,7299.0,351.0,0.0,Malai Koftha,Mild,2 tr,200.0,1.0,-1.0,1.0,-1.0,,\N,4/28/2021 11:07,admin,\N,\N,,,,,,,,,,,
351,4/24/2021,18:30:00,30,\N,1525.0,0.0,1525.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,durham,7300.0,351.0,0.0,Paan,Meidum,100,175.0,-1.0,-1.0,-1.0,-1.0,,\N,4/28/2021 11:07,admin,\N,\N,,,,,,,,,,,
351,4/24/2021,18:30:00,30,\N,1525.0,0.0,1525.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,durham,7301.0,351.0,0.0,Potato And Onion Kulcah,,40,100.0,-1.0,1.0,-1.0,-1.0,Assorted Naan,\N,4/28/2021 11:07,admin,\N,\N,,,,,,,,,,,
351,4/24/2021,18:30:00,30,\N,1525.0,0.0,1525.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,durham,7302.0,351.0,0.0,Raitha,Medium,1 tray,100.0,1.0,-1.0,-1.0,-1.0,,\N,4/28/2021 11:07,admin,\N,\N,146.0,SIDES,1.0,Raitha,18.0,40.0,0,1,1,0,0
351,4/24/2021,18:30:00,30,\N,1525.0,0.0,1525.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,durham,7303.0,351.0,0.0,Veg Hakka Noodles,Mild,1 tr,80.0,-1.0,1.0,-1.0,-1.0,,\N,4/28/2021 11:07,admin,\N,\N,116.0,NOODLES,1.0,Veg Hakka Noodles,18.0,120.0,0,0,1,0,0
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17527.0,492.0,0.0,ASSORTED NAAN BREAD,,150 nos,450.0,-1.0,-1.0,-1.0,-1.0,"Garlic ,Mint &amp; Basil, Butter Naan",\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17528.0,492.0,0.0,BAR TENDERS,,2,400.0,-1.0,-1.0,-1.0,-1.0,approximate price,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17529.0,492.0,0.0,BEER AND WINE CORKAGE FEE,,150 PPL,450.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17530.0,492.0,0.0,CUTLERYS,,300 PPL,600.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17531.0,492.0,0.0,DAAL MAKHNI,MED,3 tr,300.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17532.0,492.0,0.0,DELIVERY AND SETUP,,1,250.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17533.0,492.0,0.0,DINDIGUL VEGETABLE BIRYANI,MED,4 tr,480.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17534.0,492.0,0.0,DIWANI HANDI,MED,5 tr,550.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17535.0,492.0,0.0,ENNAI KATHIRIKAI,MED,5 tr,550.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17536.0,492.0,0.0,GULAB JAMUN,,450 ps,450.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17537.0,492.0,0.0,ICE CREAM,,5 bucket,250.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17538.0,492.0,0.0,MADRAS COFFEE,,100 CUPS,200.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17539.0,492.0,0.0,MASAL TEA,,100 CUPS,200.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17540.0,492.0,0.0,PANEER TIKKA MASALA,MED,5 tr,600.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17541.0,492.0,0.0,RAITHA,,1 1/2 tr,75.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17542.0,492.0,0.0,SAMOSA CHAT,MED,5 tr,950.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17543.0,492.0,0.0,SEVERS,MED,3 ppl,300.0,-1.0,-1.0,-1.0,-1.0,5 hours,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17544.0,492.0,0.0,VEG HAKKA NOODLES,,3 tr,390.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17545.0,492.0,0.0,VEG MANCURIEN,MED,5 tr,600.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
492,5/12/2022,16:00:00,30,\N,8180.0,0.0,8180.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,17546.0,492.0,0.0,WHITE RICE,,3 tr,135.0,-1.0,-1.0,-1.0,-1.0,,\N,1/23/2022 16:27,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22603.0,493.0,0.0,ALOO GOBI MASALA,MED,4 trays,440.0,1.0,1.0,1.0,1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22604.0,493.0,0.0,CHAPPATHI,,600,600.0,1.0,-1.0,1.0,1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22605.0,493.0,0.0,CARROT HALWA,,3 trays,450.0,-1.0,1.0,-1.0,-1.0,Less Sugar,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22606.0,493.0,0.0,COCONUT CHUTNEY,,1 tray,0.0,1.0,1.0,1.0,1.0,Complimentry For Vada,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22607.0,493.0,0.0,DAL TADKA,MED,4 trays,300.0,-1.0,1.0,1.0,-1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22608.0,493.0,0.0,DELIVERY AND SETUP,,1,250.0,-1.0,-1.0,-1.0,-1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22609.0,493.0,0.0,GREEN SALAD,,2 trays,100.0,1.0,1.0,1.0,1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22610.0,493.0,0.0,GUTTI VENKAYA,MED,5 trays,500.0,1.0,1.0,1.0,1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22611.0,493.0,0.0,MADRAS VEG BIRAYNI,MED,5 trays,500.0,-1.0,1.0,1.0,-1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22612.0,493.0,0.0,MEDHU VADA,MED,450 ps,900.0,1.0,1.0,1.0,1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22613.0,493.0,0.0,MIXED VEG PAKORA,MED,4 trays,440.0,1.0,1.0,1.0,1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22614.0,493.0,0.0,MUTTER PANEER,MED,6 trays,660.0,-1.0,1.0,1.0,-1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22615.0,493.0,0.0,MYSORE PAK,,500 ps,1000.0,-1.0,-1.0,1.0,-1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22616.0,493.0,0.0,PAPPAD,,450 pcs,140.0,1.0,1.0,1.0,1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22617.0,493.0,0.0,RAITHA,,2 trays,0.0,-1.0,1.0,1.0,-1.0,Complimentry,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
493,5/14/2022,11:30:00,32,\N,6460.0,0.0,6461.0,9,0.0,300,0.0,0.0,1.0,\N,0,0,CONFIRMED,durham,22618.0,493.0,0.0,WHITE RICE,,4 trays,180.0,1.0,1.0,1.0,1.0,,\N,5/12/2022 23:11,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15959.0,494.0,0.0,BHINDI FRY,MED,4 tr,480.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15960.0,494.0,0.0,CHANNA MASALA,MED,4 tr,400.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15961.0,494.0,0.0,CHETTINAD GOAT CURRY,MED,3 tr,600.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15962.0,494.0,0.0,CHICKEN 65,MED,4 tr,560.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15963.0,494.0,0.0,CHICKEN TIKKA MASALA,MED,5 tr,700.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15964.0,494.0,0.0,DELIVERY AND SETUP,,1,250.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15965.0,494.0,0.0,DHAI VADA,,3 tr,450.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15966.0,494.0,0.0,GOBI MANCHURIEN,MED,3 tr,330.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15967.0,494.0,0.0,GULAB JAMUN,,500,500.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15968.0,494.0,0.0,HARIYALI PANEER TIKKA,MED,4 tr,480.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15969.0,494.0,0.0,JEERA PULAO,MED,5 tr,300.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15970.0,494.0,0.0,KNOCKOUT SHRIMP FRY,MED,2 tr,500.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15971.0,494.0,0.0,MANGO LASSI,,350 cups,875.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15972.0,494.0,0.0,NAAN ON SITE,,700 nos,2800.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15973.0,494.0,0.0,PALAK PANEER,MED,4 tr,480.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15974.0,494.0,0.0,RASMALAI,,350 ps,350.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15975.0,494.0,0.0,VEG CUTLET,MED,350 PS,700.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15976.0,494.0,0.0,VEG KURMA,MED,4 tr,400.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15977.0,494.0,0.0,VEG PASTA,,3 tr,450.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
494,5/14/2022,16:00:00,30,\N,13405.0,0.0,13405.0,9,0.0,1,0.0,0.0,0.0,\N,0,0,CANCELLED,raleigh,15978.0,494.0,0.0,SERVERS,,15,1800.0,-1.0,-1.0,-1.0,-1.0,,\N,12/17/2021 0:56,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13093.0,522.0,0.0,BUTTER NAAN,NONE,30,75.0,-1.0,-1.0,-1.0,-1.0,Cut each Naan into 4 pieces please,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13094.0,522.0,0.0,CHILLI GARLIC MUSHROOM,MEDIUM,1/2 Tray,55.0,-1.0,-1.0,-1.0,-1.0,,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13095.0,522.0,0.0,CHOLE,MEDIUM,3/4 Tray,80.0,-1.0,-1.0,-1.0,-1.0,Jain,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13096.0,522.0,0.0,CUCUMBER RAITHA,MEDIUM,1/2 Tray,20.0,-1.0,-1.0,-1.0,-1.0,Jain,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13097.0,522.0,0.0,DAL TAKDKA,MEDIUM,1 Tray,100.0,-1.0,-1.0,-1.0,-1.0,Jain,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13098.0,522.0,0.0,GARLIC NAAN,NONE,30,75.0,-1.0,-1.0,-1.0,-1.0,Cut each Naan into 4 pieces please,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13099.0,522.0,0.0,GOBI 65,MEDIUM,3/4 Tray,90.0,-1.0,-1.0,-1.0,-1.0,Jain,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13100.0,522.0,0.0,KASHMIRI PUALO,MEDIUM,1 Tray,110.0,-1.0,-1.0,-1.0,-1.0,Jain,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13101.0,522.0,0.0,MANGO LIME TOFU,MEDIUM,1 Order,14.49,-1.0,-1.0,-1.0,-1.0,,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13102.0,522.0,0.0,PANEER MAKKANI,MEDIUM,1 Tray,120.0,-1.0,-1.0,-1.0,-1.0,Jain,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13103.0,522.0,0.0,PANEER TIKKA,MEDIUM,1/2 Tray,70.0,-1.0,-1.0,-1.0,-1.0,,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13104.0,522.0,0.0,RAGI ROTI,NONE,2 order,0.0,-1.0,-1.0,-1.0,-1.0,,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13105.0,522.0,0.0,TANDOORI ROTI,NONE,2 order,0.0,-1.0,-1.0,-1.0,-1.0,,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
522,11/5/2021,16:30:00,30,\N,809.49,0.0,809.49,9,0.0,1,0.0,0.0,0.0,\N,0,0,CONFIRMED,raleigh,13106.0,522.0,0.0,WHITE RICE,NONE,3/4 Tray,0.0,-1.0,-1.0,-1.0,-1.0,,\N,10/15/2021 0:15,0,\N,\N,,,,,,,,,,,
