ID,CATERING_ID,CATERING_DET_ID,ITEM_DESC,SPICE_LEVEL,QUANTITY,PRICE,DAIRY,GLUTEN,NUTS,VEGAN,COMMENTS,LNL_LOCATION,CREATED_DTTM,CREATED_BY_ID,UPDATED_DTTM,UPDATED_BY_ID
31742,1106,0,VEG HAKKA NOODLES,MILD,4 trays,480,1,-1,1,1,Hot Sauce and Ketchup on the side,\N,9/4/2022 18:12,0,\N,\N
31743,1106,0,TAWA PULAO,MEDIUM,5 trays,500,-1,1,-1,-1,,\N,9/4/2022 18:12,0,\N,\N
31744,1106,0,MANGO MINT LEMONADE,NA,125 cups,250,1,1,1,1,,\N,9/4/2022 18:12,0,\N,\N
31745,1106,0,AVOCADO LASSI,NA,125 cups,312.5,-1,1,1,-1,,\N,9/4/2022 18:12,0,\N,\N
31746,1106,0,MIXED VEG PAKODA,MEDIUM,4 trays,480,1,1,1,1,,\N,9/4/2022 18:12,0,\N,\N
31747,1106,0,TAMARIND CHUTNEY,NA,1/2 tray,0,1,1,1,1,,\N,9/4/2022 18:12,0,\N,\N
31748,1106,0,ANGOORI RABADI,NA,2 trays,240,-1,1,-1,-1,,\N,9/4/2022 18:12,0,\N,\N
31749,1106,0,MASALA CHAI,NA,200 cups,400,-1,1,1,-1,Snacks and Drink @ 3:45pm,\N,9/4/2022 18:12,0,\N,\N
31750,1106,0,MINT CHUTNEY,NA,1/2 tray,0,-1,1,1,-1,,\N,9/4/2022 18:12,0,\N,\N
31751,1106,0,PAANI POORI,MEDIUM,250,1250,1,-1,1,1,Live Stall,\N,9/4/2022 18:12,0,\N,\N
31752,1106,0,PAAV BHAJI,MEDIUM,280,1680,-1,-1,1,-1,Live Stall,\N,9/4/2022 18:12,0,\N,\N
31753,1106,0,BEET HALWA,NA,2 trays,240,-1,1,-1,-1,,\N,9/4/2022 18:12,0,\N,\N
31754,1106,0,RAITHA,NA,1 tray,0,-1,1,1,-1,,\N,9/4/2022 18:12,0,\N,\N
31755,1106,0,ONIONS AND CHILLY - COMPLIMENTARY,NA,1 tray,0,1,1,1,1,,\N,9/4/2022 18:12,0,\N,\N
31756,1085,0,GOBI PEPPER FRY,MEDIUM,1.5,180,-1,-1,-1,-1,,\N,9/5/2022 2:45,0,\N,\N
31757,1085,0,PINEAPPLE KESARI,NONE,1.5,180,-1,-1,-1,-1,,\N,9/5/2022 2:45,0,\N,\N
31758,1085,0,KASHMIRI SAFFRON PULAO,MEDIUM,1.5,180,-1,-1,-1,-1,,\N,9/5/2022 2:45,0,\N,\N
31759,1085,0,PANEER BUTTER MASALA,MEDIUM,1.5,195,-1,-1,-1,-1,,\N,9/5/2022 2:45,0,\N,\N
31760,1085,0,CHANNA MASALA,MEDIUM,1,120,-1,-1,-1,-1,,\N,9/5/2022 2:45,0,\N,\N
31761,1085,0,BISIBELEBATH,MEDIUM,1,120,-1,-1,-1,-1,,\N,9/5/2022 2:45,0,\N,\N
31762,1085,0,RAITHA,NONE,4-Mar,0,-1,-1,-1,-1,,\N,9/5/2022 2:45,0,\N,\N
31763,1085,0,PAAN KULFI,NONE,100,200,-1,-1,-1,-1,,\N,9/5/2022 2:45,0,\N,\N
31764,1085,0,CHAPPATI,NA,200 pcs,100,-1,-1,-1,-1,,\N,9/5/2022 2:45,0,\N,\N
31775,1083,0,BHINDI MASALA,MED,1.5,180,-1,1,1,-1,,\N,9/11/2022 22:15,0,\N,\N
31776,1083,0,PANEER TIKKA MASALA,MED,1.5,195,-1,1,1,-1,small pieces,\N,9/11/2022 22:15,0,\N,\N
31777,1083,0,DAL MAKHANI,MED,1 tr,110,-1,1,1,-1,,\N,9/11/2022 22:15,0,\N,\N
31778,1083,0,PAROTA,MED,75,112.5,-1,-1,1,-1,,\N,9/11/2022 22:15,0,\N,\N
31779,1083,0,JEERA RICE,MED,2.5,150,-1,1,-1,-1,,\N,9/11/2022 22:15,0,\N,\N
31780,1083,0,SALAD,NA,1 tr,60,1,1,1,1,,\N,9/11/2022 22:15,0,\N,\N
31781,1083,0,RAITHA,NA,1/2 tr,0,-1,1,1,-1,,\N,9/11/2022 22:15,0,\N,\N
31782,1083,0,MIXED VEG PAKODA,MED,2 tr,240,1,1,1,1,,\N,9/11/2022 22:15,0,\N,\N
31783,1083,0,GULAB JAMUN,NA,150,150,-1,1,-1,-1,,\N,9/11/2022 22:15,0,\N,\N
31784,1083,0,LACHA PAROTA,NA,65,195,-1,-1,-1,-1,lacha parota cut by 2 ps,\N,9/11/2022 22:15,0,\N,\N
31790,1114,0,IDLI,NA,200 pcs,400,-1,-1,-1,-1,,\N,9/5/2022 16:06,0,\N,\N
31791,1114,0,SAMBAR,MEDIUM,2 tray,140,-1,-1,-1,-1,,\N,9/5/2022 16:06,0,\N,\N
31792,1114,0,COCONUT CHUTNEY,MEDIUM,1 tray,40,-1,-1,-1,-1,,\N,9/5/2022 16:06,0,\N,\N
31793,1114,0,TOMATO CHUTNEY,MEDIUM,3/4 tray,37.5,-1,-1,-1,-1,,\N,9/5/2022 16:06,0,\N,\N
31794,1114,0,MEDHU VADA,MEDIUM,50 pcs,100,-1,-1,-1,-1,,\N,9/5/2022 16:06,0,\N,\N
31797,983,0,MIXED VEG PAKODA,MEDIUM,2,220,1,1,1,-1,,\N,9/6/2022 17:18,0,\N,\N
31798,983,0,DAHI VADA,MEDIUM,90,225,-1,1,1,-1,,\N,9/6/2022 17:18,0,\N,\N
31799,983,0,PURAN POLI,MEDIUM,90,135,-1,-1,-1,-1,,\N,9/6/2022 17:18,0,\N,\N
31800,983,0,PINEAPPLE KESARI,MEDIUM,1.5,180,-1,-1,-1,-1,,\N,9/6/2022 17:18,0,\N,\N
31801,983,0,KNOCKOUT CHICKEN,MEDIUM,"1,5",150,-1,-1,1,-1,,\N,9/6/2022 17:18,0,\N,\N
31802,983,0,GOAT CHUKKA,MEDIUM,1.5,420,-1,1,1,-1,,\N,9/6/2022 17:18,0,\N,\N
31803,983,0,TAWA FISH FRY,MEDIUM,230,690,-1,1,1,-1,King Fish Fry - 100 pieces,\N,9/6/2022 17:18,0,\N,\N
31804,983,0,HYDERABAD GOAT DUM BIRYANI,MEDIUM,1.5,300,-1,1,1,-1,,\N,9/6/2022 17:18,0,\N,\N
31805,983,0,JEERA RICE,MEDIUM,1.5,90,-1,1,-1,-1,,\N,9/6/2022 17:18,0,\N,\N
31806,983,0,VEG KORMA,MEDIUM,1,120,1,1,-1,1,,\N,9/6/2022 17:18,0,\N,\N
31807,983,0,PAROTA,MEDIUM,80,120,-1,-1,1,-1,,\N,9/6/2022 17:18,0,\N,\N
31808,983,0,KARAIKUDI CHICKEN KORMA,MEDIUM,1,140,-1,1,1,-1,,\N,9/6/2022 17:18,0,\N,\N
31809,983,0,GUTTI VENKAYA,MEDIUM,1,120,1,1,1,1,,\N,9/6/2022 17:18,0,\N,\N
31810,983,0,TINDORA FRY,MEDIUM,1,120,1,1,-1,1,,\N,9/6/2022 17:18,0,\N,\N
31811,983,0,BISIBELEBATH,MEDIUM,1,120,-1,1,-1,-1,,\N,9/6/2022 17:18,0,\N,\N
31812,983,0,PAPPAD - COMPLIMENTARY,MEDIUM,100,0,1,1,1,1,,\N,9/6/2022 17:18,0,\N,\N
31813,983,0,PICKLES,MEDIUM,1,0,1,1,1,1,,\N,9/6/2022 17:18,0,\N,\N
31814,983,0,DOUBLE KA MEETHA,NONE,1.5,180,-1,-1,-1,-1,,\N,9/6/2022 17:18,0,\N,\N
31815,983,0,CURD RICE,MEDIUM,1,70,-1,1,1,-1,,\N,9/6/2022 17:18,0,\N,\N
31852,982,0,SAMOSA CHAAT,MEDIUM,200,800,-1,-1,1,-1,Two Tawa set up,\N,9/6/2022 22:41,0,\N,\N
31853,982,0,VEGETABLE CUTLET,MEDIUM,200,300,-1,-1,1,-1,,\N,9/6/2022 22:41,0,\N,\N
31854,982,0,ALOO GOBI MASALA,MEDIUM,3,360,-1,1,1,-1,,\N,9/6/2022 22:41,0,\N,\N
31855,982,0,MANGO LIME PANEER,MEDIUM,3,390,-1,1,1,-1,,\N,9/6/2022 22:41,0,\N,\N
31856,982,0,BAINGAN BHARTA,MEDIUM,3,360,1,1,1,1,,\N,9/6/2022 22:41,0,\N,\N
31857,982,0,BUTTER CHICKEN,MEDIUM,2,280,-1,1,1,-1,,\N,9/6/2022 22:41,0,\N,\N
31858,982,0,LAMB ROGAN JOSH,MEDIUM,2,480,-1,1,1,-1,,\N,9/6/2022 22:41,0,\N,\N
31859,982,0,KASHMIRI SAFFRON PULAO,MEDIUM,4,480,-1,1,-1,-1,,\N,9/6/2022 22:41,0,\N,\N
31860,982,0,KALA JAMUN,MEDIUM,400,400,-1,-1,-1,-1,,\N,9/6/2022 22:41,0,\N,\N
31861,1116,0,BUTTER CHICKEN,MILD,2-Jan,70,-1,-1,-1,-1,,\N,9/7/2022 15:45,0,\N,\N
31862,1062,0,MIXED CHICKEN KEBAB,MEDIUM,4-Mar,120,-1,-1,-1,-1,,\N,9/7/2022 20:32,0,\N,\N
31863,1062,0,MIXED VEG KEBAB,MEDIUM,4-Mar,105,-1,-1,-1,-1,,\N,9/7/2022 20:32,0,\N,\N
31864,1062,0,LAMB ROGAN JOSH,MEDIUM,4-Mar,180,-1,-1,-1,-1,,\N,9/7/2022 20:32,0,\N,\N
31865,1062,0,KARAIKUDI CHICKEN KORMA,MEDIUM,4-Mar,105,-1,-1,-1,-1,,\N,9/7/2022 20:32,0,\N,\N
31866,1062,0,ALOO GOBI MASALA,MEDIUM,2-Jan,60,-1,-1,-1,-1,,\N,9/7/2022 20:32,0,\N,\N
31867,1062,0,MANGO LIME PANEER,MEDIUM,2-Jan,65,-1,-1,-1,-1,,\N,9/7/2022 20:32,0,\N,\N
31868,1062,0,VEG PULAO,MEDIUM,4-Mar,75,-1,-1,-1,-1,,\N,9/7/2022 20:32,0,\N,\N
31869,1062,0,GARLIC NAAN,NONE,30,75,-1,-1,-1,-1,cut into 4 pieces,\N,9/7/2022 20:32,0,\N,\N
31870,1062,0,PAAN KULFI - MINI SIZE,NONE,50,100,-1,-1,-1,-1,,\N,9/7/2022 20:32,0,\N,\N
31871,1062,0,RAITHA,NONE,2-Jan,0,-1,-1,-1,-1,,\N,9/7/2022 20:32,0,\N,\N
31872,1062,0,MANGO LASSI,NONE,20,40,-1,-1,-1,-1,,\N,9/7/2022 20:32,0,\N,\N
31873,1115,0,VEGETABLE CUTLET,MED,50,100,-1,-1,-1,-1,no fry medium size,\N,9/20/2022 23:38,0,\N,\N
31874,1115,0,CHANNA MASALA,MED,1 tr,120,-1,-1,-1,-1,vegan,\N,9/20/2022 23:38,0,\N,\N
31906,1117,0,AMBUR VEG BRIYANI,MED,1 tr,120,-1,-1,-1,-1,,\N,9/8/2022 0:11,0,\N,\N
31907,1117,0,EGGPLANT PULUSU,MED,1/2 tr,60,-1,-1,-1,-1,,\N,9/8/2022 0:11,0,\N,\N
31908,1117,0,KADAI PANEER,MED,1/2 tr,65,-1,-1,-1,-1,,\N,9/8/2022 0:11,0,\N,\N
31909,1117,0,RAITHA,NA,1/4 tr,0,-1,-1,-1,-1,,\N,9/8/2022 0:11,0,\N,\N
31910,1118,0,GOBI PEPPER FRY,MEDIUM,1/2 tray,60,-1,-1,1,-1,,\N,9/24/2022 16:40,0,\N,\N
31912,1118,0,CHICKEN CHUKKA,MEDIUM,1/2 tray,75,1,1,-1,-1,,\N,9/24/2022 16:40,0,\N,\N
31913,1118,0,KNOCKOUT CHICKEN,MEDIUM,1/2 tray,75,-1,-1,1,-1,,\N,9/24/2022 16:40,0,\N,\N
31914,1118,0,MANGO LIME PANEER,MEDIUM,1/2 tray,65,-1,1,1,-1,,\N,9/24/2022 16:40,0,\N,\N
31915,1118,0,MALAI KOFTA,MEDIUM,1/2 tray,70,-1,-1,-1,-1,,\N,9/24/2022 16:40,0,\N,\N
31917,1118,0,KASHMIRI SAFFRON PULAO,NA,1 tray,120,-1,1,-1,-1,,\N,9/24/2022 16:40,0,\N,\N
31918,1118,0,MINT BASIL NAAN,NA,15 pcs,45,-1,-1,1,-1,,\N,9/24/2022 16:40,0,\N,\N
31919,1118,0,GARLIC NAAN,NA,15 pcs,37.5,-1,-1,1,-1,,\N,9/24/2022 16:40,0,\N,\N
31920,1118,0,WHITE RICE,NA,3/4 tray,30,1,1,1,1,,\N,9/24/2022 16:40,0,\N,\N
31934,1119,0,VEG DUM BRIYANI,MEDIUM,1 tray,120,-1,-1,-1,-1,,\N,9/9/2022 18:07,0,\N,\N
31935,1119,0,GOBI MANCHURIAN,MEDIUM,1/2 tray,60,-1,-1,-1,-1,,\N,9/9/2022 18:07,0,\N,\N
31962,1120,0,KNOCKOUT CHICKEN,MEDIUM-HOT,2,300,-1,-1,1,-1,,\N,10/7/2022 15:29,0,\N,\N
31963,1120,0,MANGO LIME PANEER,MEDIUM-HOT,1.5,195,-1,-1,1,-1,,\N,10/7/2022 15:29,0,\N,\N
31964,1120,0,HYDERABAD CHICKEN DUM BRIYANI,MEDIUM,2,280,-1,-1,1,-1,,\N,10/7/2022 15:29,0,\N,\N
31965,1120,0,GOAT CHETTINAD,MEDIUM,1.5,300,1,1,1,1,,\N,10/7/2022 15:29,0,\N,\N
31967,1120,0,SAMBAR,MEDIUM,1,70,-1,1,1,-1,,\N,10/7/2022 15:29,0,\N,\N
31972,1121,0,BHINDI MASALA,MED,1/4 TR,30,-1,-1,-1,-1,,\N,9/9/2022 21:22,0,\N,\N
31973,1121,0,MALAI KOFTA,MED,1/4 TR,35,-1,-1,-1,-1,,\N,9/9/2022 21:22,0,\N,\N
31974,1101,0,LIVE STATION - DOSA,MED,70,910,-1,-1,-1,-1,,\N,9/10/2022 14:45,0,\N,\N
31975,1101,0,CUT MIRCHI,MED,1 tr,120,1,-1,1,-1,,\N,9/10/2022 14:45,0,\N,\N
31976,1101,0,CHILLI PANEER,MED,1 tr,130,-1,1,1,-1,,\N,9/10/2022 14:45,0,\N,\N
31977,1101,0,POTATO VARUVAL FRY,MED,1.5 tr,135,1,1,1,1,potato masala,\N,9/10/2022 14:45,0,\N,\N
31978,1101,0,SAMOSA,MED,80,160,-1,-1,1,-1,,\N,9/10/2022 14:45,0,\N,\N
31979,1101,0,TAMARIND CHUTNEY,MED,1/2 tr,0,1,1,1,1,,\N,9/10/2022 14:45,0,\N,\N
31980,1101,0,MINT CHUTNEY,NA,1/4 tr,0,-1,1,1,-1,,\N,9/10/2022 14:45,0,\N,\N
31981,1101,0,PAPPAD - COMPLIMENTARY,NA,50 ps,0,1,1,1,1,,\N,9/10/2022 14:45,0,\N,\N
31982,965,0,MASALA CHAI,NA,70 cups,140,-1,1,1,-1,To be delivered at 3pm,\N,9/11/2022 23:07,0,\N,\N
31983,965,0,SPINACH PAKODA,MEDIUM,3 trays,360,1,1,1,1,To be delivered at 3pm,\N,9/11/2022 23:07,0,\N,\N
31984,965,0,ROSE MILK,NA,100 cups,200,-1,1,-1,-1,To be delivered at 3pm,\N,9/11/2022 23:07,0,\N,\N
31985,965,0,GOBI PEPPER FRY,MEDIUM,2.5 trays,300,-1,-1,1,-1,,\N,9/11/2022 23:07,0,\N,\N
31986,965,0,BISIBELEBATH,MEDIUM,3 trays,360,-1,1,-1,-1,,\N,9/11/2022 23:07,0,\N,\N
31987,965,0,PANEER BUTTER MASALA,MEDIUM,3 trays,390,-1,1,-1,-1,,\N,9/11/2022 23:07,0,\N,\N
31988,965,0,CHAPPATI,NA,300 pcs,150,-1,-1,1,-1,,\N,9/11/2022 23:07,0,\N,\N
31989,965,0,PURAN POLI,NA,160 pcs,320,-1,-1,1,-1,,\N,9/11/2022 23:07,0,\N,\N
31990,965,0,RAITHA,NA,3/4 tray,0,-1,1,1,-1,,\N,9/11/2022 23:07,0,\N,\N
31991,965,0,MOORE MILAGAI,NA,1/4 tray,0,-1,1,1,-1,,\N,9/11/2022 23:07,0,\N,\N
31992,965,0,PICKLES,NA,1/2 bottle,0,1,1,1,1,,\N,9/11/2022 23:07,0,\N,\N
31993,965,0,CURD RICE,NA,3 trays,210,-1,1,1,-1,"Carrot, Coriander and Ginger",\N,9/11/2022 23:07,0,\N,\N
31994,965,0,PARUPPU USILI,MEDIUM,2.5 trays,300,1,1,1,1,,\N,9/11/2022 23:07,0,\N,\N
32013,1122,0,VEGETABLE CUTLET,MEDIUM,70,140,-1,-1,-1,-1,,\N,9/11/2022 23:08,0,\N,\N
32014,1122,0,MALAI KOFTA,MEDIUM,4-Mar,105,-1,-1,-1,-1,,\N,9/11/2022 23:08,0,\N,\N
32015,1122,0,PANEER TIKKA MASALA,MEDIUM,4-Mar,97.5,-1,-1,-1,-1,,\N,9/11/2022 23:08,0,\N,\N
32016,1122,0,VEG PULAO,MEDIUM,1,120,-1,-1,-1,-1,,\N,9/11/2022 23:08,0,\N,\N
32017,1122,0,BUTTER NAAN,NONE,15,37.5,-1,-1,-1,-1,,\N,9/11/2022 23:08,0,\N,\N
32018,1122,0,GARLIC NAAN,NONE,15,37.5,-1,-1,-1,-1,,\N,9/11/2022 23:08,0,\N,\N
32019,1122,0,ALFREDO PASTA,NONE,2-Jan,55,-1,-1,-1,-1,,\N,9/11/2022 23:08,0,\N,\N
32020,1122,0,PAPPAD - COMPLIMENTARY,NONE,50,0,-1,-1,-1,-1,,\N,9/11/2022 23:08,0,\N,\N
32021,1122,0,RAITHA,NONE,2-Jan,0,-1,-1,-1,-1,,\N,9/11/2022 23:08,0,\N,\N
32024,1123,0,BOMBAY BHEL - TRAY,MED,25,2750,-1,-1,-1,-1,CHINESE BHEL,\N,9/11/2022 17:59,0,\N,\N
32025,1123,0,CHILLI PANEER,MED,20,2600,-1,-1,-1,-1,,\N,9/11/2022 17:59,0,\N,\N
32026,1123,0,GOBI MANCHURIAN,MED,20,2400,-1,-1,-1,-1,,\N,9/11/2022 17:59,0,\N,\N
32028,1123,0,VEG HAKKA NOODLES,MED,20,2400,-1,-1,-1,-1,,\N,9/11/2022 17:59,0,\N,\N
32029,1123,0,VEG FRIED RICE,MED,15,1500,-1,-1,-1,-1,,\N,9/11/2022 17:59,0,\N,\N
32030,1123,0,SCHEZWAN FRIED RICE,MED,15,1800,-1,-1,-1,-1,,\N,9/11/2022 17:59,0,\N,\N
32032,1123,0,BUTTER MILK,MED,1800,3600,-1,-1,-1,-1,,\N,9/11/2022 17:59,0,\N,\N
32033,1123,0,TOMATO SOUP,MED,1800,5400,-1,-1,-1,-1,HOT AND SOUR SOUP,\N,9/11/2022 17:59,0,\N,\N
32034,1123,0,TOFU VINDALOO,MED,20,2400,-1,-1,-1,-1,THAI TOFU CURRY,\N,9/11/2022 17:59,0,\N,\N
32035,1123,0,ASSORTED FRUIT SALAD,MED,25,3750,-1,-1,-1,-1,FRUIT CUSTARD,\N,9/11/2022 17:59,0,\N,\N
32036,1124,0,SHAAHI PANEER,MED,17,2210,-1,-1,-1,-1,PANEER LABADAR,\N,9/11/2022 18:08,0,\N,\N
32037,1124,0,VEGETABLE JALFREZI,MED,17,2040,-1,-1,-1,-1,,\N,9/11/2022 18:08,0,\N,\N
32038,1124,0,MALAI KOFTA,MED,17,2380,-1,-1,-1,-1,,\N,9/11/2022 18:08,0,\N,\N
32039,1124,0,MIXED VEG PAKODA,MED,20,2400,-1,-1,-1,-1,,\N,9/11/2022 18:08,0,\N,\N
32040,1124,0,SAMOSA,MED,1800,3600,-1,-1,-1,-1,MINI SAMOSA,\N,9/11/2022 18:08,0,\N,\N
32041,1124,0,PANEER TIKKA,MED,20,2800,-1,-1,-1,-1,PANEER 65,\N,9/11/2022 18:08,0,\N,\N
32042,1124,0,JEERA RICE,MED,25,1500,-1,-1,-1,-1,,\N,9/11/2022 18:08,0,\N,\N
32043,1124,0,DAL TADKA,MED,17,1870,-1,-1,-1,-1,,\N,9/11/2022 18:08,0,\N,\N
32044,1124,0,PINEAPPLE KESARI,MED,10,1200,-1,-1,-1,-1,,\N,9/11/2022 18:08,0,\N,\N
32045,1124,0,CARROT HALWA,MED,10,1200,-1,-1,-1,-1,,\N,9/11/2022 18:08,0,\N,\N
32046,1124,0,GARLIC NAAN,MED,900,2250,-1,-1,-1,-1,ASSORTED NAAN,\N,9/11/2022 18:08,0,\N,\N
32047,1124,0,PESHWARI NAAN,MED,900,2700,-1,-1,-1,-1,KULCHA,\N,9/11/2022 18:08,0,\N,\N
32048,1124,0,MASALE BHAT,MED,10,1100,-1,-1,-1,-1,MASALA PAPPAD,\N,9/11/2022 18:08,0,\N,\N
32049,1125,0,IDLI,MED,4000,8000,0,0,0,0,,\N,9/11/2022 18:13,0,\N,\N
32050,1125,0,MEDHU VADA,MED,4000,8000,0,0,0,0,,\N,9/11/2022 18:13,0,\N,\N
32051,1125,0,PODI IDLY,MED,20 TR,3000,0,0,0,0,,\N,9/11/2022 18:13,0,\N,\N
32052,1125,0,MYSORE BONDA,MED,3600,5400,0,0,0,0,,\N,9/11/2022 18:13,0,\N,\N
32053,1125,0,SAMBAR,MED,15 TR,1050,0,0,0,0,,\N,9/11/2022 18:13,0,\N,\N
32054,1125,0,UPMA,MED,20,2000,0,0,0,0,SEV UPMA,\N,9/11/2022 18:13,0,\N,\N
32055,1125,0,COCONUT CHUTNEY,MED,5 TR,200,0,0,0,0,,\N,9/11/2022 18:13,0,\N,\N
32056,1125,0,TOMATO CHUTNEY,MED,5 TR,250,0,0,0,0,,\N,9/11/2022 18:13,0,\N,\N
32059,1122,0,COMPLIMENTARY WHITE RICE,MED,3/4 tr,0,0,0,0,0,,\N,9/11/2022 23:08,0,\N,\N
32060,1120,0,CUTLET CHAAT,MEDIUM,250,1000,-1,1,1,-1,Small size Cutlet,\N,10/7/2022 15:29,0,\N,\N
32061,1120,0,GOBI PEPPER FRY,MEDIUM,3,360,-1,-1,1,-1,,\N,10/7/2022 15:29,0,\N,\N
32062,1120,0,SALAD,NONE,1.5,90,1,1,1,1,,\N,10/7/2022 15:29,0,\N,\N
32063,1120,0,HYDERABAD VEG DUM BRIYANI,MEDIUM,1.5,180,-1,-1,1,-1,,\N,10/7/2022 15:29,0,\N,\N
32065,1120,0,TINDORA FRY,NONE,1,120,1,1,1,1,FRESH TINDOORA; No onion,\N,10/7/2022 15:29,0,\N,\N
32067,1120,0,WHITE RICE,NONE,2,80,1,1,1,1,,\N,10/7/2022 15:29,0,\N,\N
32068,1120,0,LNL SENSATION,NA,100,200,1,1,1,1,,\N,10/7/2022 15:29,0,\N,\N
32069,1120,0,BLUE LAGOON,NA,100,200,1,1,1,1,,\N,10/7/2022 15:29,0,\N,\N
32070,1127,0,CHILLI PANEER,MED,1 tr,130,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32071,1127,0,KNOCKOUT CHICKEN,MED,1 tr,150,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32072,1127,0,GOBI PEPPER FRY,MED,1 tr,120,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32074,1127,0,MANGO LIME PANEER,MED,1 tr,130,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32075,1127,0,CHICKEN VINDALOO,MED,1 tr,140,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32076,1127,0,SAAG PANEER,MED,1 tr,130,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32077,1127,0,DAL MAKHANI,MED,1 tr,110,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32078,1127,0,AMBUR VEG BRIYANI,MED,1 tr,120,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32079,1127,0,HYDERABAD CHICKEN DUM BRIYANI,MED,1.5 tr,210,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32080,1127,0,LIVE STATION - NAAN,MED,75,450,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32081,1127,0,LIVE JALEBI STATION,MED,75,525,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32082,1127,0,ORANGE DELIGHT,NA,40,280,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32083,1127,0,SALAD,NA,1 tr,60,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32084,1127,0,JEERA RICE,MED,1.5 tr,90,-1,-1,-1,-1,,\N,9/12/2022 22:01,0,\N,\N
32085,1128,0,GOBI MANCHURIAN,MED,1/2 tr,60,-1,-1,-1,-1,,\N,9/12/2022 21:49,0,\N,\N
32086,1127,0,LIVE STATION - VEG PAKORA,MED,75,300,0,0,0,0,,\N,9/12/2022 22:01,0,\N,\N
32087,1129,0,CHICKEN CHUKKA,MED,1 tr,150,-1,-1,-1,-1,,\N,9/13/2022 1:01,0,\N,\N
32088,1129,0,SPINACH PAKODA,MED,1/2 tr,60,-1,-1,-1,-1,,\N,9/13/2022 1:01,0,\N,\N
32089,1129,0,PULKA,NA,75,75,-1,-1,-1,-1,,\N,9/13/2022 1:01,0,\N,\N
32090,1129,0,POTATO VARUVAL FRY,MED,3/4 tr,67.5,-1,-1,-1,-1,,\N,9/13/2022 1:01,0,\N,\N
32091,1129,0,AMBUR GOAT BRIYANI,MED,1 tr,180,-1,-1,-1,-1,,\N,9/13/2022 1:01,0,\N,\N
32092,1120,0,VEG HAKKA NOODLES,MEDIUM,1,120,1,1,1,1,,\N,10/7/2022 15:29,0,\N,\N
32093,1130,0,GOBI PEPPER FRY,MEDIUM,1/2 tray,60,-1,-1,-1,-1,,\N,9/15/2022 0:26,0,\N,\N
32094,1130,0,PANEER MAKHANI,MEDIUM,3/4 tray,97.5,-1,-1,-1,-1,,\N,9/15/2022 0:26,0,\N,\N
32096,1130,0,BASMATI RICE - COMPLIMENTARY,NA,3/4 tray,0,-1,-1,-1,-1,,\N,9/15/2022 0:26,0,\N,\N
32097,1130,0,KADAI MUSHROOM,MEDIUM,3/4 tray,90,-1,-1,-1,-1,"Mushroom, Bellpepper, Cauliflower, Onion,",\N,9/15/2022 0:26,0,\N,\N
32098,1133,0,CHILI BABY CORN,MEDIUM,2-Jan,60,0,0,0,0,,\N,9/15/2022 14:48,0,\N,\N
32099,1133,0,MUSHROOM PEPPER FRY,MEDIUM,2-Jan,60,0,0,0,0,,\N,9/15/2022 14:48,0,\N,\N
32100,1133,0,JEERA RICE,MEDIUM,4-Mar,45,0,0,0,0,,\N,9/15/2022 14:48,0,\N,\N
32101,1133,0,KADAI PANEER,MEDIUM,2-Jan,65,0,0,0,0,,\N,9/15/2022 14:48,0,\N,\N
32102,1133,0,DAL TADKA,MEDIUM,2-Jan,55,0,0,0,0,,\N,9/15/2022 14:48,0,\N,\N
32103,1133,0,BUTTER NAAN,MEDIUM,15,37.5,0,0,0,0,,\N,9/15/2022 14:48,0,\N,\N
32104,1133,0,RASAMALAI,NONE,40,80,0,0,0,0,,\N,9/15/2022 14:48,0,\N,\N
32105,1133,0,RAITHA,NONE,4-Jan,0,0,0,0,0,,\N,9/15/2022 14:48,0,\N,\N
32106,1134,0,JEERA PULAO RICE,MILD,4-Mar,75,-1,-1,-1,-1,,\N,9/19/2022 22:35,0,\N,\N
32107,1134,0,BUTTER CHICKEN,MILD,2-Jan,70,-1,-1,-1,-1,,\N,9/19/2022 22:35,0,\N,\N
32109,1134,0,KNOCKOUT CHICKEN,MILD,2-Jan,75,-1,-1,-1,-1,,\N,9/19/2022 22:35,0,\N,\N
32110,1134,0,HYDERABAD CHICKEN DUM BRIYANI,MILD,4-Mar,105,-1,-1,-1,-1,,\N,9/19/2022 22:35,0,\N,\N
32111,1134,0,RAITHA,NONE,4-Jan,0,-1,-1,-1,-1,,\N,9/19/2022 22:35,0,\N,\N
