ID,CATERING_ID,CATERING_DET_ID,ITEM_DESC,SPICE_LEVEL,QUANTITY,PRICE,DAIRY,GLUTEN,NUTS,VEGAN,COMMENTS,LNL_LOCATION,CREATED_DTTM,CREATED_BY_ID,UPDATED_DTTM,UPDATED_BY_ID
18392,676,0,DELIVERY SET UP REFILL AND CLEANUP,NONE,None,500,-1,-1,-1,-1,,\N,2/11/2022 0:10,0,\N,\N
18709,681,0,CHICKEN GRAVY - THIGH MEAT,MEDIUM,1/2 Tray,65,-1,-1,-1,-1,Thigh Meat,\N,2/18/2022 22:36,0,\N,\N
18710,681,0,CURD RICE,NONE,3/4 Tray,50,-1,-1,-1,-1,,\N,2/18/2022 22:36,0,\N,\N
18711,681,0,DINDUGAL VEG BRIYANI WITH BREAD,MEDIUM,1/2 Tray,50,-1,-1,-1,-1,,\N,2/18/2022 22:36,0,\N,\N
18712,681,0,MINT SAUCE,NONE,48 Oz,0,-1,-1,-1,-1,,\N,2/18/2022 22:36,0,\N,\N
18713,681,0,MUTTER PANEER,MEDIUM,2-Jan,55,-1,-1,-1,-1,,\N,2/18/2022 22:36,0,\N,\N
18714,681,0,NAAN (15 GARLIC AND 15 BUTTER),NONE,30,60,-1,-1,-1,-1,,\N,2/18/2022 22:36,0,\N,\N
18715,681,0,RAITHA - SOUR (NOT SWEET),NONE,1/2 Tray,0,-1,-1,-1,-1,,\N,2/18/2022 22:36,0,\N,\N
18716,681,0,SAMBAR VADAI - SMALL SIZE,MEDIUM,100,175,-1,-1,-1,-1,,\N,2/18/2022 22:36,0,\N,\N
18717,681,0,TANDOOR CHICKEN,MEDIUM,3/4 Tray,105,-1,-1,-1,-1,,\N,2/18/2022 22:36,0,\N,\N
18718,681,0,THALAPAKATTU GOAT BRIYANI,MEDIUM,3/4 Tray,120,-1,-1,-1,-1,,\N,2/18/2022 22:36,0,\N,\N
18719,681,0,WHITE RICE,NONE,1/2 Tray,0,-1,-1,-1,-1,,\N,2/18/2022 22:36,0,\N,\N
19629,593,0,BHINDI MASALA,MILD,1 TR,120,1,1,1,1,,\N,3/10/2022 14:52,0,\N,\N
19630,593,0,BOMBAY LAMB CHOPS,MILD,165,645,-1,1,1,-1,,\N,3/10/2022 14:52,0,\N,\N
19631,593,0,BUTTER CHICKEN,MILD,2 tr,300,-1,1,1,-1,,\N,3/10/2022 14:52,0,\N,\N
19632,593,0,BUTTER NAAN,NA,115,345,-1,-1,1,-1,,\N,3/10/2022 14:52,0,\N,\N
19633,593,0,CHICKEN 65,MILD,2 tr,300,-1,-1,1,-1,,\N,3/10/2022 14:52,0,\N,\N
19634,593,0,CHILLI GARLIC MUSHROOM,MILD,1 TR,120,1,-1,1,-1,,\N,3/10/2022 14:52,0,\N,\N
19635,593,0,DAL TADKA,MILD,1 TR,110,-1,1,1,-1,,\N,3/10/2022 14:52,0,\N,\N
19636,593,0,GOBI MANCHURIEN,MILD,1 1/2 tr,190,1,-1,1,-1,,\N,3/10/2022 14:52,0,\N,\N
19637,593,0,KASHMIRI PULAO,MILD,3 TR,300,-1,1,-1,-1,,\N,3/10/2022 14:52,0,\N,\N
19638,593,0,LIME &amp; LEMON GREEN SALAD,NA,1 tr,100,1,1,1,-1,,\N,3/10/2022 14:52,0,\N,\N
19639,593,0,PANEER TIKKA,MILD,2 TR,280,-1,1,1,-1,,\N,3/10/2022 14:52,0,\N,\N
19640,593,0,PANNER MAKHNI,MILD,1TR,120,-1,1,1,-1,,\N,3/10/2022 14:52,0,\N,\N
19776,718,0,RASAMALAI,NONE,200,400,-1,-1,-1,-1,Individually Packed,\N,12/17/2022 0:29,chapelhill,\N,\N
20194,728,0,NON VEG COMBO,MEDIUM,70,1120,-1,-1,-1,-1,"Gobi Manchurian, Chicken Tikka, Butter Chicken, Jeera Rice and Naan",\N,3/29/2022 22:14,0,\N,\N
20195,728,0,VEG COMBO,MEDIUM,40,560,-1,-1,-1,-1,"Gobi Manchurian, Malai Kofta, Mutter Paneer, Jeera Rice and Naan",\N,3/29/2022 22:14,0,\N,\N
20196,728,0,INDIVIDUAL PACKING AND DELIVERY,NONE,0,150,-1,-1,-1,-1,,\N,3/29/2022 22:14,0,\N,\N
20357,730,0,BREAD - BUTTER AND GARLIC BREAD,NONE,60,180,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20358,730,0,DESERT - ORANGE DELIGHT,NONE,30,270,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20359,730,0,"HOT TEA (BLACK, JASMINE AND GREEN)",NONE,50,100,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20360,730,0,MAIN ENTREE - BUTTER CHICKEN,MILD,1 Tray,140,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20361,730,0,MAIN ENTREE - LAMB CHOPS,MILD,100,300,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20362,730,0,MAIN ENTREE - MANGO LIME TOFU,MILD,1 Tray,130,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20363,730,0,MASALA CHAI,NONE,50,100,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20364,730,0,NON VEG APPETIZER I - KNOCKOUT CHICKEN / MIXED GRILLED CHICKEN,MILD,1,140,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20365,730,0,NON VEG APPETIZER II - TANDOOR SHIRMP,MILD,4-Mar,180,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20366,730,0,RICE - VEG SCHEZWAN FRIED RICE,MILD,1 Tray,100,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20367,730,0,SALAD - SPROUTS SALAD,MILD,0,80,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20368,730,0,SIDES - MINT CHUTNEY,MILD,0,0,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20369,730,0,SIDES - RAITHA,MILD,0,0,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20370,730,0,SIDES - TAMARIND CHUTNEY,NONE,0,0,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20371,730,0,SIDES - TAWA VEGETABLES,MILD,1,120,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20372,730,0,VEG APPETIZER I - VEG MANCHURIAN BALLS,MILD,1,130,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20373,730,0,VEG APPETIZER II  - VEG SAMOSA,MILD,70,140,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20374,730,0,WELCOME DRINK  - FRUIT PUNCH / MANGO LASSI / STRAWBERRY LASSI,NONE,70,140,-1,-1,-1,-1,,\N,3/31/2022 23:02,0,\N,\N
20497,736,0,PAAN KULFI,NONE,300,1000,-1,-1,-1,-1,,\N,4/4/2022 4:08,0,\N,\N
20512,739,0,GOBI PEPPER FRY,MEDIUM,1/2 Tray,60,-1,-1,-1,-1,,\N,4/4/2022 5:00,0,\N,\N
20513,739,0,NOODLES,MEDIUM,3/4 Tray,80,-1,-1,-1,-1,,\N,4/4/2022 5:00,0,\N,\N
20514,739,0,PANNER  MAKKHANI,MEDIUM,1/2 Tray,65,-1,-1,-1,-1,,\N,4/4/2022 5:00,0,\N,\N
20515,739,0,DAL MAKKHANI,MEDIUM,1/2 Tray,60,-1,-1,-1,-1,,\N,4/4/2022 5:00,0,\N,\N
20516,739,0,PAROTA,NONE,30,45,-1,-1,-1,-1,,\N,4/4/2022 5:00,0,\N,\N
20517,739,0,NAAN,NONE,15,45,-1,-1,-1,-1,,\N,4/4/2022 5:00,0,\N,\N
20518,739,0,VEG BRIYANI,MEDIUM,4-Mar,90,-1,-1,-1,-1,,\N,4/4/2022 5:00,0,\N,\N
20519,739,0,RAITHA,MEDIUM,2-Jan,0,-1,-1,-1,-1,,\N,4/4/2022 5:00,0,\N,\N
20627,746,0,VEG SPECIAL COMBO,MILD,13,117,-1,-1,-1,-1,"Samosa, Mango Lime Paneer, Channa Masala, Buttor Naan, Pulao Rice, Gulab Jamun",\N,4/5/2022 13:27,0,\N,\N
20628,746,0,CHICKEN SPECIAL COMBO,MILD,65,650,-1,-1,-1,-1,"Chicken 65, Butter Chicken, Channa Masala, Buttor Naan, Pulao Rice, Gulab Jamun",\N,4/5/2022 13:27,0,\N,\N
20649,738,0,BUTTER NAAN,NONE,40,100,-1,-1,-1,-1,,\N,4/6/2022 2:51,0,\N,\N
20650,738,0,DELIVERY,NONE,0,50,-1,-1,-1,-1,,\N,4/6/2022 2:51,0,\N,\N
20651,738,0,GULAB JAMUN,NONE,100,100,-1,-1,-1,-1,,\N,4/6/2022 2:51,0,\N,\N
20652,738,0,DAL TADKA,MEDIUM,3/4 Tray,80,-1,-1,-1,-1,,\N,4/6/2022 2:51,0,\N,\N
20653,738,0,NOODLES,MEDIUM,3/4 Tray,80,-1,-1,-1,-1,,\N,4/6/2022 2:51,0,\N,\N
20654,738,0,PANEER BUTTER MASALA,MEDIUM,3/4 Tray,95,-1,-1,-1,-1,,\N,4/6/2022 2:51,0,\N,\N
20655,738,0,VEG BIRYANI,MEDIUM,3/4 Tray,90,-1,-1,-1,-1,,\N,4/6/2022 2:51,0,\N,\N
20656,738,0,VEG MANCHURIAN BALLS (DRY),MEDIUM,100,150,-1,-1,-1,-1,,\N,4/6/2022 2:51,0,\N,\N
20778,743,0,BREAD (35 PARATHA AND 35 ROTI),NONE,70,140,-1,-1,1,-1,,\N,4/10/2022 18:49,0,\N,\N
20779,743,0,DAL MAKHANI,MILD TO MEDIUM,1/2 Tray,55,-1,1,1,-1,,\N,4/10/2022 18:49,0,\N,\N
20780,743,0,DELIVERY AND SET UP,NONE,None,50,-1,-1,-1,-1,,\N,4/10/2022 18:49,0,\N,\N
20781,743,0,KARAIKUDI CHICKEN KORMA,MILD TO MEDIUM,3/4 Tray,70,-1,1,1,-1,,\N,4/10/2022 18:49,0,\N,\N
20782,743,0,KASHMIRI SAFFRON PULAO,NONE,1 Tray,60,-1,1,-1,-1,,\N,4/10/2022 18:49,0,\N,\N
20783,743,0,MANGO LIME PANEER,MILD TO MEDIUM,1/2 Tray,65,-1,1,1,-1,,\N,4/10/2022 18:49,0,\N,\N
20784,743,0,RAITHA,NONE,1/2 Tray,0,-1,-1,1,-1,,\N,4/10/2022 18:49,0,\N,\N
20785,743,0,TAWA FRIED VEGETABLES,MILD TO MEDIUM,3/4 Tray,90,1,1,1,1,,\N,4/10/2022 18:49,0,\N,\N
20851,757,0,APPETIZER I  GOBI PEPPER FRY,MEDIUM,1 Tray,130,-1,-1,-1,-1,,\N,4/14/2022 1:48,0,\N,\N
20852,757,0,APPETIZER II CHILLI PANEER,MEDIUM,1 Tray,130,-1,-1,-1,-1,,\N,4/14/2022 1:48,0,\N,\N
20853,757,0,DESERT - HOT DESERT (CHIKOO HALWA),NONE,1 Tray,90,-1,-1,-1,-1,,\N,4/14/2022 1:48,0,\N,\N
20854,757,0,DESERT - PAAN KULI,NONE,70,210,-1,-1,-1,-1,,\N,4/14/2022 1:48,0,\N,\N
20855,757,0,MAIN COURSE 1,MEDIUM,3/4 Tray,90,-1,-1,-1,-1,,\N,4/14/2022 1:48,0,\N,\N
20856,757,0,MAIN COURSE II,MEDIUM,3/4 Tray,90,-1,-1,-1,-1,,\N,4/14/2022 1:48,0,\N,\N
20857,757,0,MAIN COURSE III,MEDIUM,3/4 Tray,90,-1,-1,-1,-1,,\N,4/14/2022 1:48,0,\N,\N
20858,757,0,NAAN,NONE,50,125,-1,-1,-1,-1,,\N,4/14/2022 1:48,0,\N,\N
20859,757,0,PUALO,NONE,1 Tray,120,-1,-1,-1,-1,,\N,4/14/2022 1:48,0,\N,\N
20957,763,0,VEG KOTHU PAROTA,MEDIUM,1/2 Tray,60,-1,-1,-1,-1,,\N,4/14/2022 23:40,0,\N,\N
20958,763,0,SALNA,MEDIUM,1/4 Tray,0,-1,-1,-1,-1,,\N,4/14/2022 23:40,0,\N,\N
20959,763,0,RAITHA,MEDIUM,1/4 Tray,0,-1,-1,-1,-1,,\N,4/14/2022 23:40,0,\N,\N
20960,765,0,MANGO LASSI,NONE,75,75,-1,-1,-1,-1,,\N,4/15/2022 15:41,0,\N,\N
20961,766,0,MASALA TEA WITH SUGAR,NONE,30,30,-1,-1,-1,-1,,\N,4/15/2022 15:44,0,\N,\N
21085,753,0,APPETIZER - GOBI PEPPER FRY,MEDIUM,1 Tray,120,-1,-1,-1,-1,,\N,4/16/2022 15:37,0,\N,\N
21086,753,0,APPETIZER - MEDU VADA,MEDIUM,100,150,-1,-1,-1,-1,Comes with Sambar Chutney,\N,4/16/2022 15:37,0,\N,\N
21087,753,0,BISSIBELLA BATH,MEDIUM,1 Tray,120,-1,-1,-1,-1,,\N,4/16/2022 15:37,0,\N,\N
21088,753,0,COCONUT CHUTNEY,NONE,1/2 TRAY,0,-1,-1,-1,-1,,\N,4/16/2022 15:37,0,\N,\N
21089,753,0,DELIVERY,NONE,0,100,-1,-1,-1,-1,,\N,4/16/2022 15:37,0,\N,\N
21090,753,0,ENNAI KATHIRIKAI KOZHAMBU,MEDIUM,1 Tray,120,-1,-1,-1,-1,,\N,4/16/2022 15:37,0,\N,\N
21091,753,0,MANGO KESARI,NONE,1 Tray,100,-1,-1,-1,-1,,\N,4/16/2022 15:37,0,\N,\N
21092,753,0,POTATO VARUVAL,MEDIUM,1 Tray,100,-1,-1,-1,-1,,\N,4/16/2022 15:37,0,\N,\N
