ID,DELIVERY_DATE,DELIVERY_TIME,DELIVERY_MODE,DELIVERY_STATUS,INVOICE_AMOUNT,TAXES,CATERING_COST,SHOW_PRICE,DISCOUNT,GUEST_COUNT,PER_PERSON_RATE,LIVE_STALL_CHARGE,SETUP_CHARGE,EVENT_FACILITY_FEE,SERVER_CHARGE,GRATUITY,CATERING_STATUS,CATERING_LOCATION
1968,12/2/2023,17:00:00,31,\N,767.5,0,817.5,8,25,40,0,0,75,\N,0,0,CANCELLED,undecided
1970,7/2/2023,10:30:00,30,\N,467.5,0,422.5,9,45,50,0,0,0,\N,0,0,CONFIRMED,durham
1971,7/2/2023,11:30:00,30,\N,440,0,440,9,0,20,0,0,0,\N,0,0,CONFIRMED,durham
1972,8/19/2023,15:00:00,32,\N,6645,0,7145,8,0,300,0,0,200,\N,300,0,CONFIRMED,chapel
1973,7/1/2023,18:30:00,30,\N,165,0,165,9,0,25,0,0,0,\N,0,0,CONFIRMED,chapel
1974,7/1/2023,20:45:00,30,\N,280,0,280,9,0,25,0,0,0,\N,0,0,CONFIRMED,chapel
1977,7/2/2023,6:00:00,30,\N,1180,0,1180,9,0,50,0,0,0,\N,0,0,CANCELLED,raleigh
1978,7/8/2023,17:00:00,30,\N,350,0,350,9,0,45,0,0,0,\N,0,0,CONFIRMED,raleigh
1979,7/7/2023,17:00:00,30,\N,662.5,0,637,8,25.5,70,0,0,0,\N,0,0,CONFIRMED,durham
1980,7/16/2023,14:30:00,30,\N,720,0,720,9,0,25,0,0,0,\N,0,0,CONFIRMED,raleigh
1981,7/16/2023,10:15:00,32,\N,765,0,865,9,0,25,0,0,100,\N,0,0,CONFIRMED,chapel
1982,7/6/2023,12:00:00,30,\N,330,0,330,9,0,1,0,0,0,\N,0,0,CONFIRMED,raleigh
1983,7/8/2023,14:30:00,30,\N,275,0,275,9,0,35,0,0,0,\N,0,0,CONFIRMED,chapel
1984,7/16/2023,17:00:00,30,\N,180,15.3,195.3,8,0,45,0,0,0,\N,0,0,CONFIRMED,durham
1985,7/12/2023,17:00:00,32,\N,552.5,0,552.5,8,150,30,0,0,150,\N,0,0,CONFIRMED,chapel
1986,8/4/2023,17:30:00,31,\N,670,0,700,8,20,50,0,0,50,\N,0,0,CONFIRMED,chapel
1987,7/8/2023,18:00:00,30,\N,160,13.6,173.6,9,0,20,0,0,0,\N,0,0,CONFIRMED,raleigh
1989,8/12/2023,16:00:00,32,\N,1240,92.65,1332.65,9,150,140,0,0,150,\N,0,0,CONFIRMED,raleigh
1990,7/10/2023,17:00:00,30,\N,392.5,0,392.5,9,0,15,0,0,0,\N,0,0,CONFIRMED,chapel
1991,7/12/2023,10:30:00,31,\N,1558.5,132.47,1740.97,9,0,50,0,0,50,\N,0,0,CONFIRMED,chapel
1992,8/23/2023,11:30:00,30,\N,1548.85,131.65,1680.5,8,0,115,0,0,0,\N,0,0,CONFIRMED,durham
1993,7/21/2023,17:30:00,32,\N,532.5,0,682.5,9,0,25,0,0,150,\N,0,0,CONFIRMED,chapel
1994,10/7/2023,11:30:00,30,\N,2890,0,2890,9,0,100,0,0,0,\N,0,0,CANCELLED,ch_full_buffet
1995,7/30/2023,12:15:00,30,\N,437.5,0,437.5,9,0,40,0,0,0,\N,0,0,CONFIRMED,durham
1996,7/12/2023,17:00:00,30,\N,555,0,555,9,0,1,0,0,0,\N,0,0,CONFIRMED,raleigh
1997,8/5/2023,17:00:00,30,\N,456,0,456,9,0,25,0,0,0,\N,0,0,CONFIRMED,chapel
1999,7/16/2023,11:30:00,31,\N,965,0,1040,9,0,55,0,0,75,\N,0,0,CONFIRMED,raleigh
2000,9/23/2023,17:30:00,32,\N,3220,0,3370,9,0,160,0,0,150,\N,0,0,CANCELLED,undecided
2001,7/22/2023,18:15:00,30,\N,290,0,290,9,0,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2002,7/16/2023,10:45:00,30,\N,455,0,410,9,45,50,0,0,0,\N,0,0,CONFIRMED,durham
2003,7/23/2023,10:30:00,32,\N,1040,0,1190,9,0,60,0,0,150,\N,0,0,CONFIRMED,chapel
2005,8/27/2023,15:30:00,32,\N,2758.75,0,2900,8,8.75,250,0,0,150,\N,0,0,CONFIRMED,raleigh
2006,8/5/2023,16:00:00,32,\N,880,0,880,9,100,50,0,0,100,\N,0,0,CONFIRMED,durham
2008,7/30/2023,11:30:00,31,\N,2400,0,1950,8,500,150,0,0,50,\N,0,0,CONFIRMED,chapel
2009,7/22/2023,17:30:00,30,\N,665,0,665,9,0,20,0,0,0,\N,0,0,CONFIRMED,durham
2010,7/22/2023,17:00:00,30,\N,410,0,410,9,0,40,0,0,0,\N,0,0,CONFIRMED,durham
2011,8/26/2023,15:00:00,32,\N,25690,0,30000,9,2840,450,0,7000,150,\N,0,0,CONFIRMED,chapel
2013,7/23/2023,11:00:00,32,\N,1241.25,0,1391.25,9,0,45,0,0,150,\N,0,0,CONFIRMED,raleigh
2014,8/26/2023,16:00:00,32,\N,6968.75,0,7000,9,518.75,120,0,0,150,\N,400,0,CANCELLED,undecided
2016,8/19/2023,15:00:00,32,\N,3187.5,0,3200,8,137.5,150,0,0,150,\N,0,0,CONFIRMED,durham
2017,7/22/2023,16:00:00,30,\N,6765,0,5365,8,1400,400,0,0,0,\N,0,0,CONFIRMED,chapel
2018,7/22/2023,16:30:00,30,\N,80,0,80,9,0,1,0,0,0,\N,0,0,CONFIRMED,chapel
2019,7/26/2023,11:00:00,31,\N,835,70.98,980.98,9,0,40,0,0,75,\N,0,0,CONFIRMED,raleigh
2020,7/23/2023,17:00:00,30,\N,365,0,365,9,0,25,0,0,0,\N,0,0,CONFIRMED,durham
2021,7/29/2023,11:45:00,31,\N,735,0,785,9,0,25,0,0,50,\N,0,0,CONFIRMED,raleigh
2022,7/22/2023,17:30:00,30,\N,390,0,390,8,0,2,0,0,0,\N,0,0,CONFIRMED,raleigh
2023,7/23/2023,11:30:00,30,\N,200,0,200,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2024,7/22/2023,18:15:00,30,\N,100,0,100,9,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2026,7/30/2023,15:00:00,30,\N,697.5,0,697.5,9,0,50,0,0,0,\N,0,0,CONFIRMED,raleigh
2027,7/29/2023,14:00:00,30,\N,764.5,0,764.5,9,0,25,0,0,0,\N,0,0,CONFIRMED,durham
2028,7/29/2023,17:15:00,30,\N,220,0,285,9,0,15,0,0,65,\N,0,0,CONFIRMED,raleigh
2029,7/26/2023,11:00:00,31,\N,595,50.58,720.58,9,0,30,0,0,75,\N,0,0,CONFIRMED,chapel
2030,7/29/2023,11:00:00,30,\N,330.5,0,330.5,9,0,25,0,0,0,\N,0,0,CONFIRMED,chapel
2031,8/12/2023,17:00:00,32,\N,4820,0,4970,8,0,280,0,0,150,\N,0,0,CONFIRMED,chapel
2032,7/29/2023,11:30:00,30,\N,300,0,300,9,0,1,0,0,0,\N,0,0,CONFIRMED,durham
2033,7/27/2023,14:05:00,30,\N,105.92,0,105.92,9,0,5,0,0,0,\N,0,0,CANCELLED,raleigh
2034,8/19/2023,11:00:00,32,\N,1070,0,1320,9,0,1,0,200,50,\N,0,0,CONFIRMED,raleigh
2035,8/2/2023,10:00:00,31,\N,4987.5,423.94,5486.44,9,0,250,0,0,75,\N,0,0,CONFIRMED,durham
2036,9/27/2023,11:00:00,31,\N,446.5,0,496.5,9,0,10,0,0,50,\N,0,0,CONFIRMED,chapel
2037,7/29/2023,18:20:00,30,\N,160,13.6,173.6,9,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2038,1/7/2024,17:00:00,32,\N,2420,0,2570,9,0,150,0,0,150,\N,0,0,CANCELLED,undecided
2039,7/30/2023,10:30:00,30,\N,505,0,450,9,55,50,0,0,0,\N,0,0,CONFIRMED,durham
2040,7/30/2023,17:45:00,30,\N,221.5,0,254.5,9,0,10,0,0,33,\N,0,0,CONFIRMED,chapel
2041,8/20/2023,10:00:00,31,\N,1027.5,0,1000,8,77.5,30,0,0,50,\N,0,0,CANCELLED,undecided
2043,9/2/2023,11:00:00,30,\N,1412.5,0,1412.5,9,0,65,0,0,0,\N,0,0,CANCELLED,ch_bar_buffet
2055,8/26/2023,18:00:00,32,\N,1427.5,0,1580,9,47.5,70,0,0,100,\N,100,0,CONFIRMED,raleigh
2056,8/10/2023,14:45:00,32,\N,770,65.45,985.45,9,0,60,0,0,150,\N,0,0,CONFIRMED,raleigh
2057,8/11/2023,17:00:00,32,\N,1192.5,0,1830,9,12.5,55,0,500,150,\N,0,0,CONFIRMED,durham
2058,8/5/2023,18:00:00,32,\N,840,71.4,1061.4,9,0,40,0,0,150,\N,0,0,CONFIRMED,raleigh
2059,8/8/2023,11:00:00,31,\N,460,32.73,467.73,8,75,35,0,0,50,\N,0,0,CONFIRMED,durham
2060,9/9/2023,17:30:00,32,\N,5680,0,5100,9,730,300,0,0,150,\N,0,0,CONFIRMED,raleigh
2061,9/6/2023,11:30:00,32,\N,600,0,750,9,0,60,0,0,150,\N,0,0,CANCELLED,durham
2062,8/1/2023,11:30:00,30,\N,0,0,0,9,0,20,0,0,0,\N,0,0,CANCELLED,raleigh
2063,8/1/2023,11:30:00,30,\N,0,0,0,9,0,20,0,0,0,\N,0,0,CANCELLED,raleigh
2064,8/3/2023,11:30:00,30,\N,260,0,260,9,0,25,0,0,0,\N,0,0,CONFIRMED,raleigh
2065,8/12/2023,9:30:00,31,\N,1430,0,1420,8,60,50,0,0,50,\N,0,0,CONFIRMED,raleigh
2066,8/5/2023,17:30:00,30,\N,640,0,640,8,0,40,0,0,0,\N,0,0,CONFIRMED,durham
2067,8/4/2023,17:30:00,30,\N,70,0,70,9,0,20,0,0,0,\N,0,0,CONFIRMED,raleigh
2068,11/4/2023,17:00:00,32,\N,3830,0,4580,9,0,250,0,0,150,\N,600,0,CANCELLED,undecided
2070,8/6/2023,10:30:00,30,\N,832.5,0,747.5,9,85,50,0,0,0,\N,0,0,CONFIRMED,durham
2071,8/20/2023,11:00:00,31,\N,1153.75,0,1100,9,120,70,0,0,66.25,\N,0,0,CONFIRMED,durham
2072,8/12/2023,17:30:00,30,\N,500,0,500,8,0,1,0,0,0,\N,0,0,CONFIRMED,raleigh
2073,8/6/2023,12:30:00,30,\N,80,0,80,9,0,10,0,0,0,\N,0,0,INQUIRY,durham
2074,9/9/2023,11:30:00,32,\N,1133,96.31,1379.31,9,0,50,0,0,150,\N,0,0,CONFIRMED,chapel
2075,9/2/2023,11:00:00,31,\N,1110,0,1185,9,0,50,0,0,75,\N,0,0,CONFIRMED,raleigh
2076,8/20/2023,14:45:00,31,\N,2550,0,2350,9,300,140,0,0,75,\N,0,25,CONFIRMED,durham
2078,8/7/2023,14:00:00,30,\N,140,0,140,9,0,1,0,0,0,\N,0,0,CONFIRMED,raleigh
2079,8/11/2023,15:30:00,31,\N,230,0,305,9,0,25,0,0,75,\N,0,0,CONFIRMED,raleigh
2080,8/8/2023,17:00:00,30,\N,184,0,223,9,0,20,0,0,0,\N,0,39,CONFIRMED,raleigh
2082,10/7/2023,13:30:00,32,\N,742.5,0,892.5,9,0,50,0,0,150,\N,0,0,CONFIRMED,raleigh
2083,8/17/2023,11:45:00,30,\N,294,24.99,318.99,9,0,12,0,0,0,\N,0,0,CONFIRMED,durham
2084,8/27/2023,10:30:00,32,\N,3460,0,3150,9,410,70,0,0,100,\N,0,0,CONFIRMED,chapel
2085,8/10/2023,18:30:00,30,\N,95,8.08,103.08,9,0,25,0,0,0,\N,0,0,CONFIRMED,chapel
2086,8/12/2023,17:00:00,31,\N,530,0,580,9,0,30,0,0,50,\N,0,0,CONFIRMED,durham
2087,8/13/2023,10:45:00,30,\N,1017.5,0,900,9,117.5,50,0,0,0,\N,0,0,CONFIRMED,durham
2088,8/11/2023,18:00:00,30,\N,565,0,578,9,0,15,0,0,0,\N,0,13,CONFIRMED,durham
2089,8/20/2023,10:15:00,31,\N,860,0,935,9,0,30,0,0,75,\N,0,0,CONFIRMED,chapel
2090,8/11/2023,21:30:00,30,\N,0,0,0,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2091,8/12/2023,20:30:00,30,\N,75,6.38,81.38,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2092,8/26/2023,10:30:00,31,\N,877.5,0,830,9,100,50,0,0,50,\N,0,2.5,CONFIRMED,raleigh
2093,1/7/2024,17:00:00,32,\N,2410,0,2560,9,0,150,0,0,150,\N,0,0,CANCELLED,undecided
2094,8/11/2023,22:00:00,30,\N,440,0,440,9,0,35,0,0,0,\N,0,0,CONFIRMED,chapel
2095,8/12/2023,6:00:00,30,\N,382.5,0,382,9,0.5,35,0,0,0,\N,0,0,CONFIRMED,raleigh
2096,9/9/2023,17:00:00,32,\N,2205,0,2655,9,0,100,0,0,150,\N,300,0,CONFIRMED,chapel
2097,9/16/2023,16:00:00,32,\N,4480,0,4630,9,0,300,0,0,150,\N,0,0,CANCELLED,undecided
2098,8/20/2023,10:30:00,31,\N,885,0,900,9,35,65,0,0,50,\N,0,0,CONFIRMED,chapel
2100,8/20/2023,10:30:00,31,\N,4620,0,4695,9,0,400,0,0,75,\N,0,0,CONFIRMED,chapel
2101,8/20/2023,10:30:00,31,\N,1300,0,1375,9,0,400,0,0,75,\N,0,0,CANCELLED,raleigh
2102,8/20/2023,10:30:00,30,\N,1065,0,965,9,100,60,0,0,0,\N,0,0,CONFIRMED,durham
2103,8/19/2023,17:45:00,30,\N,325,27.63,352.63,9,0,45,0,0,0,\N,0,0,CONFIRMED,chapel
2104,8/16/2023,13:00:00,30,\N,260,0,260,9,0,1,0,0,0,\N,0,0,CONFIRMED,raleigh
2105,8/19/2023,11:30:00,30,\N,310,26.35,336.35,9,0,1,0,0,0,\N,0,0,CONFIRMED,durham
2106,9/2/2023,11:30:00,30,\N,1950,0,2301,9,0,65,30,0,0,\N,0,351,CONFIRMED,ch_bar_buffet
2107,8/20/2023,11:00:00,31,\N,440,0,515,9,0,40,0,0,75,\N,0,0,CONFIRMED,raleigh
2108,8/18/2023,17:00:00,30,\N,153,0,153,9,0,1,0,0,0,\N,0,0,CONFIRMED,chapel
2109,9/24/2023,11:30:00,32,\N,10140,0,9500,9,1190,390,26,0,150,\N,400,0,CONFIRMED,durham
2110,11/4/2023,17:00:00,32,\N,2052.5,0,2202.5,9,0,100,0,0,150,\N,0,0,CANCELLED,undecided
2112,10/14/2023,11:00:00,30,\N,106610,0,106610,9,0,1,0,0,0,\N,0,0,CANCELLED,undecided
2113,8/18/2023,11:30:00,30,\N,35,0,35,9,0,5,0,0,0,\N,0,0,CONFIRMED,durham
2114,8/22/2023,11:15:00,30,\N,455,38.68,493.68,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2115,8/20/2023,11:30:00,30,\N,310,26.35,336.35,9,0,1,0,0,0,\N,0,0,CONFIRMED,durham
2116,8/20/2023,18:00:00,30,\N,105,8.93,113.93,9,0,50,0,0,0,\N,0,0,CONFIRMED,raleigh
2117,8/22/2023,9:00:00,31,\N,300,25.5,400.5,9,0,150,0,0,75,\N,0,0,CONFIRMED,raleigh
2118,8/26/2023,15:00:00,32,\N,25200,0,25350,9,0,450,0,0,150,\N,0,0,CANCELLED,chapel
2119,8/26/2023,15:00:00,32,\N,7820,0,7970,9,0,450,0,0,150,\N,0,0,CANCELLED,raleigh
2120,8/26/2023,15:00:00,32,\N,1630,0,1780,9,0,450,0,0,150,\N,0,0,CANCELLED,durham
2121,8/26/2023,15:00:00,32,\N,3150,0,3300,9,0,450,0,0,150,\N,0,0,CANCELLED,undecided
2122,8/22/2023,17:00:00,30,\N,75,0,75,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2123,8/26/2023,17:00:00,30,\N,200,0,200,9,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2124,8/24/2023,11:30:00,30,\N,775,0,775,9,0,100,0,0,0,\N,0,0,CONFIRMED,chapel
2125,8/23/2023,14:00:00,30,\N,75,0,75,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2126,9/9/2023,19:00:00,32,\N,4740,0,5690,9,0,400,0,0,150,\N,800,0,CANCELLED,chapel
2127,9/29/2023,17:30:00,31,\N,715,0,700,9,90,55,0,0,75,\N,0,0,CONFIRMED,raleigh
2128,9/8/2023,17:30:00,30,\N,150,0,150,9,0,50,0,0,0,\N,0,0,CONFIRMED,raleigh
2129,8/27/2023,11:30:00,30,\N,612.5,0,600,9,12.5,50,0,0,0,\N,0,0,CONFIRMED,durham
2130,8/26/2023,16:00:00,32,\N,2020,0,1925,9,245,100,0,0,150,\N,0,0,CONFIRMED,chapel
2131,8/26/2023,16:00:00,32,\N,4925,0,5075,9,0,120,0,0,150,\N,0,0,CONFIRMED,durham
2132,8/27/2023,10:30:00,30,\N,355,0,320,9,35,50,0,0,0,\N,0,0,CONFIRMED,durham
2133,8/18/2023,17:00:00,30,\N,35,0,35,9,0,1,0,0,0,\N,0,0,CONFIRMED,chapel
2134,8/24/2023,17:00:00,30,\N,390,0,390,9,0,1,0,0,0,\N,0,0,CONFIRMED,raleigh
2135,9/9/2023,17:00:00,32,\N,875,0,905,8,120,70,0,0,150,\N,0,0,CONFIRMED,chapel
2136,8/27/2023,23:30:00,30,\N,100,0,100,9,0,20,0,0,0,\N,0,0,CONFIRMED,raleigh
2137,8/30/2023,17:45:00,31,\N,837.5,0,912.5,9,0,50,0,0,75,\N,0,0,CONFIRMED,chapel
2138,8/27/2023,17:00:00,30,\N,75,0,75,9,0,15,0,0,0,\N,0,0,CONFIRMED,chapel
2139,9/24/2023,16:00:00,30,\N,697.5,0,670,8,27.5,50,0,0,0,\N,0,0,CONFIRMED,durham
2140,9/4/2023,11:30:00,31,\N,606.5,0,656.5,9,0,25,0,0,50,\N,0,0,CONFIRMED,durham
2141,9/3/2023,17:00:00,30,\N,510,0,487.5,8,22.5,30,0,0,0,\N,0,0,CONFIRMED,chapel
2142,9/9/2023,18:00:00,32,\N,1337.5,0,1350.5,9,137,75,0,0,150,\N,0,0,CONFIRMED,durham
2143,10/22/2023,9:30:00,30,\N,525,44.63,569.63,9,0,30,0,0,0,\N,0,0,CONFIRMED,durham
2144,8/30/2023,12:00:00,30,\N,399.75,0,399.75,9,0,25,0,0,0,\N,0,0,CONFIRMED,durham
2145,8/30/2023,13:00:00,30,\N,70,0,70,9,0,10,0,0,0,\N,0,0,INQUIRY,durham
2146,9/17/2023,11:00:00,32,\N,1727.5,0,1877.5,9,0,40,0,0,150,\N,0,0,CANCELLED,undecided
2147,9/17/2023,12:00:00,32,\N,1220,0,1570,9,0,40,0,200,150,\N,0,0,CANCELLED,undecided
2148,5/26/2024,16:00:00,32,\N,6825,0,7325,9,0,300,0,0,150,\N,350,0,CONFIRMED,undecided
2149,9/3/2023,17:30:00,30,\N,610,0,600,9,10,25,0,0,0,\N,0,0,CANCELLED,durham
2150,9/4/2023,11:30:00,30,\N,195,0,195,9,0,20,0,0,0,\N,0,0,CONFIRMED,durham
2151,9/17/2023,11:00:00,31,\N,862.5,0,937.5,8,0,50,0,0,75,\N,0,0,CANCELLED,durham
2152,9/3/2023,10:30:00,30,\N,905,0,805,8,100,60,0,0,0,\N,0,0,CANCELLED,durham
2153,9/19/2023,17:00:00,32,\N,455,0,530,9,0,70,0,0,75,\N,0,0,CONFIRMED,raleigh
2154,9/4/2023,11:00:00,30,\N,265,22.53,287.53,9,0,30,0,0,0,\N,0,0,CONFIRMED,raleigh
2155,9/10/2023,11:00:00,31,\N,563.75,47.92,686.67,9,0,35,0,0,75,\N,0,0,CONFIRMED,chapel
2156,9/19/2023,17:00:00,32,\N,985,0,1030,9,55,100,0,0,100,\N,0,0,CONFIRMED,chapel
2157,9/22/2023,16:30:00,30,\N,562.5,42.5,542.5,8,62.5,40,0,0,0,\N,0,0,CONFIRMED,chapel
2158,9/10/2023,10:30:00,31,\N,400,34,509,9,0,20,0,0,75,\N,0,0,CONFIRMED,durham
2159,9/17/2023,17:30:00,32,\N,1440,0,1890,9,0,50,0,300,150,\N,0,0,CONFIRMED,raleigh
2160,9/22/2023,15:15:00,31,\N,562.5,0,637.5,9,0,40,0,0,75,\N,0,0,CONFIRMED,chapel
2161,9/3/2023,12:00:00,30,\N,70,0,70,9,0,1,0,0,0,\N,0,0,CONFIRMED,raleigh
2162,11/12/2023,16:30:00,31,\N,647.5,55.04,722.5,8,0,40,0,0,75,\N,0,0,CONFIRMED,raleigh
2163,9/24/2023,9:00:00,31,\N,400,0,401,9,0,75,0,0,1,\N,0,0,CONFIRMED,durham
2164,9/8/2023,7:00:00,31,\N,437.5,0,512.5,9,0,40,0,0,75,\N,0,0,CANCELLED,raleigh
2165,9/8/2023,17:00:00,30,\N,184,15.64,199.64,9,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2166,9/9/2023,16:30:00,30,\N,625,0,600,8,25,60,0,0,0,\N,0,0,CONFIRMED,durham
2167,9/8/2023,11:00:00,30,\N,499.65,0,449.65,9,50,20,0,0,0,\N,0,0,CONFIRMED,durham
2168,9/23/2023,17:00:00,32,\N,990,0,1140,9,0,45,0,0,150,\N,0,0,CANCELLED,undecided
2169,9/9/2023,17:00:00,30,\N,570,0,570,9,0,70,0,0,0,\N,0,0,CONFIRMED,raleigh
2170,9/6/2023,17:30:00,30,\N,70,0,70,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2171,9/7/2023,11:00:00,30,\N,100,8.5,108.5,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2172,9/7/2023,11:00:00,31,\N,600,50.97,725.63,9,0.34,1,0,0,75,\N,0,0,CONFIRMED,durham
2173,9/8/2023,17:30:00,30,\N,210,17,217,9,10,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2174,9/16/2023,18:00:00,31,\N,1400,0,1300,8,150,50,0,0,50,\N,0,0,CONFIRMED,durham
2175,9/8/2023,17:00:00,30,\N,126,0,126,9,0,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2176,9/10/2023,10:30:00,30,\N,410,0,370,9,40,50,0,0,0,\N,0,0,CONFIRMED,durham
2177,10/25/2023,10:30:00,32,\N,4270,362.95,4782.95,9,0,250,0,0,150,\N,0,0,CONFIRMED,durham
2178,11/9/2023,10:30:00,32,\N,5050,386.75,5086.75,9,500,300,0,0,150,\N,0,0,CONFIRMED,durham
2179,9/17/2023,11:15:00,31,\N,647.5,0,722.5,9,0,50,0,0,75,\N,0,0,CONFIRMED,raleigh
2180,9/16/2023,17:00:00,31,\N,382,31.77,480.52,9,8.25,25,0,0,75,\N,0,0,CONFIRMED,durham
2181,9/13/2023,17:30:00,31,\N,380,32.3,487.3,9,0,15,0,0,75,\N,0,0,CONFIRMED,durham
2182,9/8/2023,11:30:00,30,\N,70,5.95,75.95,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2183,9/13/2023,9:00:00,31,\N,300,25.5,475.5,9,0,20,0,0,150,\N,0,0,CONFIRMED,raleigh
2184,9/24/2023,10:30:00,32,\N,1015,0,1165,8,0,50,0,0,150,\N,0,0,CONFIRMED,raleigh
2185,9/8/2023,19:00:00,30,\N,70,0,70,9,0,1,0,0,0,\N,0,0,CONFIRMED,raleigh
2186,10/28/2023,10:30:00,32,\N,1205,0,1355,8,0,90,0,0,150,\N,0,0,CONFIRMED,chapel
2187,9/16/2023,10:30:00,31,\N,570,0,550,9,55,40,0,0,35,\N,0,0,CONFIRMED,durham
2188,9/16/2023,19:00:00,30,\N,240,0,215,9,25,20,0,0,0,\N,0,0,CONFIRMED,durham
2189,9/12/2023,10:20:00,30,\N,154.89,13.17,168.06,9,0,10,0,0,0,\N,0,0,CANCELLED,durham
2190,11/10/2023,15:00:00,32,\N,1477.5,0,1345,8,282.5,50,0,0,150,\N,0,0,CONFIRMED,chapel
2191,10/7/2023,7:30:00,30,\N,630,0,630,9,0,45,0,0,0,\N,0,0,CANCELLED,durham
2192,10/7/2023,12:00:00,30,\N,1500,0,1500,9,0,70,0,0,0,\N,0,0,CANCELLED,durham
2193,10/28/2023,11:00:00,30,\N,2070,0,2070,9,0,100,0,0,0,\N,0,0,CANCELLED,undecided
2194,9/15/2023,11:00:00,30,\N,400,0,400,9,0,30,0,0,0,\N,0,0,CONFIRMED,durham
2195,9/17/2023,10:30:00,30,\N,685,0,615,8,70,60,0,0,0,\N,0,0,CONFIRMED,durham
2196,9/24/2023,14:00:00,30,\N,0,0,0,9,0,400,0,0,0,\N,0,0,CANCELLED,durham
2197,9/15/2023,17:00:00,31,\N,780,66.3,921.3,9,0,60,0,0,75,\N,0,0,CONFIRMED,chapel
2198,10/13/2023,17:00:00,32,\N,1235,0,1255,8,130,60,0,0,150,\N,0,0,CONFIRMED,chapel
2199,9/28/2023,17:30:00,30,\N,514.65,0,514.65,9,0,35,0,0,0,\N,0,0,CANCELLED,durham
2200,9/16/2023,16:15:00,30,\N,215,0,215,9,0,45,0,0,0,\N,0,0,CONFIRMED,chapel
2201,9/17/2023,13:30:00,30,\N,385,0,385,9,0,25,0,0,0,\N,0,0,CONFIRMED,chapel
2202,11/4/2023,17:00:00,30,\N,2518.75,0,2398.75,9,120,150,0,0,0,\N,0,0,CONFIRMED,chapel
2203,9/15/2023,17:00:00,30,\N,160,13.6,173.6,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2204,9/15/2023,13:00:00,30,\N,255,0,255,9,0,10,0,0,0,\N,0,0,CONFIRMED,raleigh
2205,11/4/2023,15:00:00,32,\N,4460,0,4610,9,0,200,0,0,150,\N,0,0,CANCELLED,durham
2206,11/4/2023,15:00:00,32,\N,0,0,150,9,0,200,0,0,150,\N,0,0,CANCELLED,durham
2207,9/16/2023,14:00:00,30,\N,30,2.55,32.55,9,0,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2208,9/17/2023,17:00:00,30,\N,672.5,0,672.5,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2209,9/16/2023,17:30:00,30,\N,70,5.95,85.95,9,0,10,0,0,0,\N,10,0,CONFIRMED,durham
2210,9/18/2023,18:00:00,32,\N,752.5,0,0,9,902.5,50,0,0,150,\N,0,0,CONFIRMED,ch_bar_buffet
2211,9/19/2023,12:30:00,31,\N,478,40.63,543.63,9,0,20,0,0,25,\N,0,0,CONFIRMED,raleigh
2212,9/22/2023,10:20:00,31,\N,434.7,36.95,546.65,9,0,30,0,0,75,\N,0,0,CONFIRMED,durham
2213,9/18/2023,17:30:00,30,\N,65,0,65,9,0,15,0,0,0,\N,0,0,CONFIRMED,chapel
2214,9/23/2023,10:30:00,32,\N,1215,0,1315,8,0,100,0,0,100,\N,0,0,CONFIRMED,raleigh
2215,9/23/2023,17:00:00,30,\N,225,0,225,9,0,20,0,0,0,\N,0,0,CONFIRMED,raleigh
2216,9/28/2023,16:15:00,32,\N,415,35.28,525.28,9,0,25,0,0,75,\N,0,0,CONFIRMED,durham
2217,10/21/2023,11:30:00,32,\N,512.5,0,662.5,8,0,50,0,0,150,\N,0,0,CONFIRMED,durham
2218,9/21/2023,17:15:00,30,\N,280,0,280,9,0,25,0,0,0,\N,0,0,CONFIRMED,chapel
2219,9/21/2023,17:00:00,30,\N,190,0,190,9,0,30,0,0,0,\N,0,0,CONFIRMED,durham
2220,3/16/2024,11:00:00,32,\N,5400,0,6535,9,0,180,30,500,150,485,0,0,CONFIRMED,durham
2221,9/23/2023,14:00:00,30,\N,90,7.65,97.65,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2222,10/27/2023,18:45:00,30,\N,216,0,216,9,0,12,0,0,0,\N,0,0,CONFIRMED,raleigh
2223,9/23/2023,17:00:00,30,\N,585,0,585,9,0,20,0,0,0,\N,0,0,CANCELLED,undecided
