ID,DELIVERY_DATE,DELIVERY_TIME,DELIVERY_MODE,DELIVERY_STATUS,INVOICE_AMOUNT,TAXES,CATERING_COST,SHOW_PRICE,DISCOUNT,GUEST_COUNT,PER_PERSON_RATE,LIVE_STALL_CHARGE,SETUP_CHARGE,EVENT_FACILITY_FEE,SERVER_CHARGE,GRATUITY,CATERING_STATUS,CATERING_LOCATION
2224,9/23/2023,17:00:00,30,\N,0,0,0,9,0,20,0,0,0,\N,0,0,CANCELLED,undecided
2225,9/23/2023,17:00:00,30,\N,280,0,280,9,0,50,0,0,0,\N,0,0,CONFIRMED,raleigh
2226,9/22/2023,13:00:00,30,\N,260,0,260,9,0,10,0,0,0,\N,0,0,CONFIRMED,raleigh
2227,9/22/2023,11:00:00,30,\N,525,0,525,9,0,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2228,9/23/2023,17:15:00,30,\N,65,0,65,9,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2229,9/24/2023,16:30:00,32,\N,672.5,0,822.5,9,0,40,0,0,150,\N,0,0,CONFIRMED,raleigh
2230,9/25/2023,9:00:00,31,\N,340,28.9,443.9,9,0,150,0,0,75,\N,0,0,CONFIRMED,raleigh
2231,9/24/2023,11:00:00,31,\N,277.5,0,312.5,9,0,10,0,0,35,\N,0,0,CONFIRMED,durham
2232,10/13/2023,16:30:00,32,\N,1867.5,0,2000,9,17.5,50,0,0,150,\N,0,0,CONFIRMED,chapel
2233,9/25/2023,11:00:00,31,\N,405,0,480,9,0,25,0,0,75,\N,0,0,CONFIRMED,durham
2234,9/25/2023,11:00:00,31,\N,105,0,140,9,0,10,0,0,35,\N,0,0,CONFIRMED,durham
2235,9/19/2023,17:00:00,32,\N,577.5,0,0,9,727.5,40,0,0,150,\N,0,0,CONFIRMED,raleigh
2236,10/4/2023,11:00:00,31,\N,281,0,331,9,0,10,0,0,50,\N,0,0,CONFIRMED,chapel
2237,10/14/2023,12:30:00,30,\N,520,44.2,564.2,9,0,25,0,0,0,\N,0,0,CANCELLED,raleigh
2238,10/1/2023,17:00:00,32,\N,900,0,950,8,100,30,0,0,150,\N,0,0,CONFIRMED,durham
2239,10/1/2023,10:45:00,30,\N,550,0,500,8,50,60,0,0,0,\N,0,0,CONFIRMED,durham
2240,10/1/2023,16:00:00,31,\N,422.5,35.91,533.41,9,0,30,0,0,75,\N,0,0,CONFIRMED,durham
2241,9/30/2023,10:30:00,31,\N,820,0,945,9,0,80,0,0,125,\N,0,0,CANCELLED,durham
2242,9/29/2023,17:30:00,31,\N,365,0,440,9,0,20,0,0,75,\N,0,0,CONFIRMED,raleigh
2243,9/28/2023,11:00:00,30,\N,200,0,200,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2244,10/14/2023,16:30:00,32,\N,0,0,150,9,0,60,0,0,150,\N,0,0,CANCELLED,undecided
2245,11/10/2023,16:00:00,32,\N,1550,0,1700,9,0,120,0,0,150,\N,0,0,CANCELLED,undecided
2246,10/1/2023,10:00:00,31,\N,675,0,750,8,0,40,0,0,75,\N,0,0,CANCELLED,raleigh
2247,9/27/2023,21:00:00,30,\N,0,0,0,9,0,20,0,0,0,\N,0,0,CANCELLED,raleigh
2248,11/4/2023,18:00:00,32,\N,662,0,812,9,0,20,0,0,150,\N,0,0,CANCELLED,durham
2249,9/29/2023,16:00:00,30,\N,200,0,200,9,0,1,0,0,0,\N,0,0,CONFIRMED,durham
2250,9/28/2023,17:30:00,30,\N,140,11.9,151.9,9,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2251,9/30/2023,16:45:00,30,\N,327.5,0,327.5,9,0,25,0,0,0,\N,0,0,CONFIRMED,chapel
2252,10/6/2023,16:30:00,30,\N,1160,0,1130,9,30,60,0,0,0,\N,0,0,CONFIRMED,raleigh
2253,9/29/2023,17:45:00,30,\N,320,0,170,9,150,10,0,0,0,\N,0,0,CONFIRMED,chapel
2254,11/3/2023,9:00:00,32,\N,0,0,150,9,0,20,0,0,150,\N,0,0,CANCELLED,durham
2255,10/2/2023,16:00:00,31,\N,457.5,36.13,536.13,9,32.5,30,0,0,75,\N,0,0,CONFIRMED,durham
2256,11/18/2023,18:00:00,32,\N,857.5,0,1107.5,9,0,50,0,0,250,\N,0,0,CANCELLED,durham
2257,9/21/2023,11:00:00,32,\N,0,0,150,9,0,50,0,0,150,\N,0,0,CANCELLED,durham
2258,10/21/2023,11:10:00,32,\N,532,0,682,9,0,50,0,0,150,\N,0,0,CANCELLED,durham
2259,9/30/2023,14:00:00,31,\N,120,0,195,9,0,60,0,0,75,\N,0,0,CONFIRMED,raleigh
2260,10/1/2023,17:00:00,30,\N,70,0,70,9,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2261,11/5/2023,17:00:00,32,\N,925,0,1025,8,0,60,0,0,100,\N,0,0,CANCELLED,undecided
2262,10/3/2023,17:00:00,30,\N,75,0,75,9,0,1,0,0,0,\N,0,0,CONFIRMED,chapel
2263,10/8/2023,15:00:00,31,\N,600,0,675,9,0,100,0,0,75,\N,0,0,CANCELLED,chapel
2264,10/8/2023,11:00:00,30,\N,645,0,580,8,65,50,0,0,0,\N,0,0,CONFIRMED,durham
2265,10/6/2023,18:30:00,31,\N,585,49.73,709.73,9,0,30,0,0,75,\N,0,0,CONFIRMED,durham
2266,10/5/2023,11:00:00,30,\N,330,0,330,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2267,10/21/2023,8:00:00,31,\N,360,0,435,8,0,15,0,0,75,\N,0,0,CANCELLED,undecided
2268,10/21/2023,12:00:00,32,\N,2050,0,2200,8,0,100,0,0,150,\N,0,0,CANCELLED,undecided
2269,11/17/2023,10:30:00,32,\N,822.5,69.91,1042.41,9,0,50,0,0,150,\N,0,0,CONFIRMED,durham
2270,10/7/2023,11:30:00,31,\N,647.5,0,722.5,9,0,30,0,0,75,\N,0,0,CONFIRMED,chapel
2271,10/10/2023,10:50:00,31,\N,600,51,726,9,0,25,0,0,75,\N,0,0,CONFIRMED,durham
2272,11/18/2023,17:00:00,32,\N,630,0,730,9,0,25,0,0,100,\N,0,0,CONFIRMED,chapel
2273,11/5/2023,10:00:00,32,\N,1125,0,1220,8,5,1,0,0,100,\N,0,0,CONFIRMED,chapel
2274,10/10/2023,11:00:00,31,\N,305,0,340,9,15,25,0,0,50,\N,0,0,CONFIRMED,durham
2275,11/10/2023,10:45:00,32,\N,10500,892.5,11542.5,9,0,250,42,0,150,\N,0,0,CONFIRMED,raleigh
2276,10/27/2023,17:30:00,32,\N,537.5,0,650,8,37.5,42,0,0,150,\N,0,0,CONFIRMED,raleigh
2277,10/7/2023,17:00:00,30,\N,540,0,500,9,40,1,0,0,0,\N,0,0,CONFIRMED,durham
2278,10/28/2023,17:00:00,31,\N,1230,0,1250,9,30,100,0,0,50,\N,0,0,CANCELLED,undecided
2279,10/15/2023,10:30:00,31,\N,570,0,630,9,15,25,0,0,75,\N,0,0,CONFIRMED,raleigh
2280,11/10/2023,18:00:00,31,\N,2392.5,182.75,2407.75,8,242.5,250,0,0,75,\N,0,0,CONFIRMED,durham
2281,10/7/2023,12:00:00,31,\N,393.5,0,448.5,9,20,35,0,0,75,\N,0,0,CONFIRMED,durham
2282,10/27/2023,17:00:00,32,\N,2352.5,0,2432.5,8,70,120,0,0,150,\N,0,0,CANCELLED,undecided
2283,10/27/2023,17:00:00,31,\N,657.5,0,732.5,9,0,42,0,0,75,\N,0,0,CANCELLED,undecided
2284,10/7/2023,13:00:00,30,\N,215,0,215,9,0,10,0,0,0,\N,0,0,CONFIRMED,raleigh
2285,10/7/2023,17:00:00,30,\N,261,0,261,9,0,15,0,0,0,\N,0,0,CONFIRMED,durham
2286,10/7/2023,18:00:00,30,\N,150,0,150,9,0,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2287,10/7/2023,22:00:00,31,\N,150.9,0,200.9,9,0,10,0,0,50,\N,0,0,CONFIRMED,raleigh
2288,11/26/2023,9:00:00,30,\N,765,0,765,9,0,50,0,0,0,\N,0,0,CANCELLED,durham
2289,12/3/2023,11:30:00,30,\N,1307.5,0,2500,9,0,50,0,1192.5,0,\N,0,0,CONFIRMED,ch_bar_buffet
2290,11/11/2023,16:15:00,31,\N,669,0,744,9,0,25,0,0,75,\N,0,0,CONFIRMED,durham
2291,10/9/2023,16:45:00,30,\N,70,0,70,9,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2292,12/3/2023,11:00:00,30,\N,0,0,0,9,0,75,0,0,0,\N,0,0,CANCELLED,durham
2293,10/13/2023,18:30:00,31,\N,665,0,625,8,75,30,0,0,35,\N,0,0,CONFIRMED,durham
2294,11/3/2023,17:00:00,32,\N,1040,0,1100,8,90,60,0,0,150,\N,0,0,CONFIRMED,durham
2295,11/4/2023,17:00:00,32,\N,1049.5,0,1099.5,8,100,40,0,0,150,\N,0,0,CONFIRMED,durham
2296,11/5/2023,11:00:00,32,\N,2285,0,2180,8,180,170,0,0,75,\N,0,0,CONFIRMED,raleigh
2297,10/10/2023,11:00:00,31,\N,951.44,0,1040,9,0,50,0,0,75,\N,0,13.56,CONFIRMED,chapel
2298,10/11/2023,9:00:00,31,\N,200,17,292,9,0,50,0,0,75,\N,0,0,CONFIRMED,raleigh
2299,10/28/2023,16:45:00,32,\N,3807.5,323.64,4781.14,9,0,70,0,500,150,\N,0,0,CONFIRMED,chapel
2300,10/21/2023,10:30:00,32,\N,2705,0,2600,8,255,130,0,0,150,\N,0,0,CONFIRMED,chapel
2301,11/5/2023,12:00:00,32,\N,1760,0,1735,9,100,140,0,0,75,\N,0,0,CANCELLED,undecided
2302,11/11/2023,17:00:00,30,\N,402.5,34.21,436.71,9,0,280,0,0,0,\N,0,0,CONFIRMED,durham
2303,10/18/2023,11:00:00,31,\N,440,37.4,552.4,9,0,35,0,0,75,\N,0,0,CONFIRMED,durham
2304,10/21/2023,17:00:00,30,\N,307.5,0,307.5,9,0,25,0,0,0,\N,0,0,CANCELLED,undecided
2305,10/13/2023,11:00:00,30,\N,330,0,330,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2306,10/15/2023,11:00:00,30,\N,547.5,0,490,8,57.5,60,0,0,0,\N,0,0,CONFIRMED,durham
2307,10/14/2023,15:00:00,30,\N,287.5,24.44,311.94,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2308,10/23/2023,18:00:00,30,\N,1120,0,1120,9,0,100,0,0,0,\N,0,0,CANCELLED,durham
2309,10/14/2023,7:00:00,30,\N,230,0,230,9,0,15,0,0,0,\N,0,0,CONFIRMED,durham
2310,11/4/2023,17:00:00,30,\N,3085,0,3085,8,0,120,0,0,0,\N,0,0,CANCELLED,durham
2311,11/11/2023,18:00:00,32,\N,693.4,58.94,902.34,9,0,25,0,0,150,\N,0,0,CONFIRMED,chapel
2312,10/27/2023,10:00:00,31,\N,1415,0,1490,9,0,100,0,0,75,\N,0,0,CANCELLED,raleigh
2313,10/21/2023,9:00:00,31,\N,1100,0,1500,9,0,65,0,0,400,\N,0,0,CONFIRMED,raleigh
2314,10/13/2023,18:00:00,30,\N,205,17.43,222.43,9,0,7,0,0,0,\N,0,0,CONFIRMED,raleigh
2315,10/14/2023,11:00:00,30,\N,180,0,180,9,0,50,0,0,0,\N,0,0,CANCELLED,durham
2316,10/14/2023,7:00:00,30,\N,310,0,310,9,0,10,0,0,0,\N,0,0,CANCELLED,undecided
2317,11/4/2023,17:30:00,31,\N,377,0,452,9,0,25,0,0,75,\N,0,0,CONFIRMED,chapel
2318,10/15/2023,17:30:00,30,\N,198.5,16.87,215.37,9,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2319,10/15/2023,21:00:00,32,\N,3833,0,3983,9,0,140,0,0,150,\N,0,0,CANCELLED,chapel
2320,10/15/2023,19:20:00,30,\N,75,6.38,81.38,9,0,10,0,0,0,\N,0,0,CONFIRMED,raleigh
2321,10/22/2023,7:00:00,30,\N,160,0,160,9,0,20,0,0,0,\N,0,0,CONFIRMED,raleigh
2322,10/22/2023,11:30:00,32,\N,1405,0,1500,9,55,70,0,0,150,\N,0,0,CONFIRMED,raleigh
2323,11/3/2023,15:00:00,30,\N,418.75,0,408.75,8,10,15,0,0,0,\N,0,0,CONFIRMED,raleigh
2324,10/18/2023,18:30:00,30,\N,870,0,870,9,0,30,29,0,0,\N,0,0,CONFIRMED,ch_vip_buffet
2325,10/22/2023,11:30:00,31,\N,635,0,710,9,0,25,0,0,75,\N,0,0,CONFIRMED,raleigh
2326,11/19/2023,8:00:00,31,\N,935,0,1010,9,0,40,0,0,75,\N,0,0,CANCELLED,raleigh
2327,10/21/2023,15:30:00,30,\N,265,0,265,9,0,40,0,0,0,\N,0,0,CONFIRMED,raleigh
2328,10/28/2023,11:00:00,31,\N,1627.5,0,1702.5,9,0,160,0,0,75,\N,0,0,CANCELLED,undecided
2329,10/22/2023,11:00:00,31,\N,1475,0,1475,8,75,100,0,0,75,\N,0,0,CONFIRMED,durham
2330,2/24/2024,16:00:00,32,\N,4565,0,4800,9,165,220,0,0,200,0,200,0,CONFIRMED,chapel
2331,3/2/2024,22:30:00,32,\N,2708.35,0,3768.35,8,0,50,0,750,150,0,160,0,CONFIRMED,chapel
2332,10/21/2023,14:00:00,30,\N,135,11.48,146.48,9,0,40,0,0,0,\N,0,0,CONFIRMED,chapel
2333,11/4/2023,16:30:00,32,\N,1140,0,1230,8,0,50,0,0,90,\N,0,0,CONFIRMED,chapel
2334,10/27/2023,17:30:00,31,\N,975,0,1020,8,30,60,0,0,75,\N,0,0,CONFIRMED,durham
2335,10/18/2023,16:00:00,32,\N,837.5,0,987.5,9,0,75,0,0,150,\N,0,0,CONFIRMED,chapel
2336,11/4/2023,16:00:00,32,\N,1405,0,1405,8,150,65,0,0,150,\N,0,0,CONFIRMED,raleigh
2337,10/24/2023,11:30:00,31,\N,163.89,7.56,171.45,8,75,11,0,0,75,\N,0,0,CONFIRMED,durham
2338,10/25/2023,16:30:00,31,\N,201.87,10.78,212.65,8,75,13,0,0,75,\N,0,0,CONFIRMED,durham
2339,11/10/2023,17:00:00,32,\N,1560,0,1560,8,150,75,0,0,150,\N,0,0,CONFIRMED,chapel
2340,11/9/2023,11:00:00,31,\N,289.8,24.63,389.43,8,0,20,0,0,75,\N,0,0,CONFIRMED,durham
2341,10/24/2023,12:10:00,31,\N,704.55,0,779.55,8,0,45,0,0,75,\N,0,0,CONFIRMED,durham
2342,10/31/2023,18:00:00,30,\N,370,0,370,8,0,16,0,0,0,\N,0,0,CONFIRMED,chapel
2343,12/7/2023,11:00:00,30,\N,400,0,400,8,0,150,0,0,0,\N,0,0,CONFIRMED,raleigh
2344,10/20/2023,12:00:00,30,\N,150,0,150,9,0,1,0,0,0,\N,0,0,CONFIRMED,chapel
2345,11/23/2023,16:30:00,32,\N,2250,0,2400,9,0,60,0,0,150,\N,0,0,CONFIRMED,raleigh
2346,11/22/2023,19:00:00,32,\N,3970,0,4220,8,200,120,0,0,150,\N,300,0,CONFIRMED,raleigh
2347,10/25/2023,9:00:00,30,\N,5080,431.8,5511.8,8,0,150,0,0,0,\N,0,0,CONFIRMED,raleigh
2348,10/26/2023,9:00:00,30,\N,6250,0,6250,8,0,190,0,0,0,\N,0,0,CONFIRMED,raleigh
2349,11/17/2023,17:00:00,30,\N,1120,0,1764,9,0,50,0,0,644,\N,0,0,CONFIRMED,ch_bar_buffet
2350,11/4/2023,17:30:00,30,\N,340,28.9,368.9,8,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2351,11/3/2023,17:00:00,32,\N,316,0,391,9,0,25,0,0,75,\N,0,0,CONFIRMED,chapel
2352,10/22/2023,11:00:00,31,\N,159.9,0,0,9,234.9,10,0,0,75,\N,0,0,CONFIRMED,raleigh
2353,10/24/2023,19:00:00,30,\N,0,0,0,9,0,10,0,0,0,\N,0,0,CANCELLED,chapel
2354,10/24/2023,21:00:00,30,\N,0,0,0,9,0,10,0,0,0,\N,0,0,CANCELLED,chapel
2355,10/20/2023,6:00:00,30,\N,35,2.98,37.98,9,0,10,0,0,0,\N,0,0,CONFIRMED,chapel
2356,10/22/2023,11:00:00,30,\N,552.5,0,490,9,62.5,60,0,0,0,\N,0,0,CONFIRMED,durham
2357,11/23/2023,10:30:00,30,\N,1542.5,119,1519,9,142.5,60,0,0,0,\N,0,0,CONFIRMED,durham
2358,10/25/2023,11:30:00,30,\N,130,0,115,9,15,10,0,0,0,\N,0,0,CONFIRMED,raleigh
2359,3/16/2024,11:00:00,32,\N,0,0,300,9,0,150,0,0,300,\N,0,0,CANCELLED,durham
2360,10/21/2023,13:15:00,31,\N,330,0,380,9,0,20,0,0,50,\N,0,0,CONFIRMED,durham
2361,11/12/2023,17:00:00,30,\N,305,25.93,330.93,9,0,30,0,0,0,\N,0,0,CONFIRMED,raleigh
2362,10/24/2023,17:45:00,31,\N,556,0,631,8,0,25,0,0,75,\N,0,0,CONFIRMED,durham
2363,11/4/2023,17:00:00,30,\N,877.5,20.4,260.4,9,637.5,40,0,0,0,\N,0,0,CONFIRMED,durham
2364,10/22/2023,16:00:00,32,\N,302.5,0,400,9,2.5,1,0,0,100,\N,0,0,CONFIRMED,chapel
2365,11/4/2023,16:00:00,32,\N,807.5,0,870,9,87.5,30,0,0,150,\N,0,0,CONFIRMED,durham
2366,11/5/2023,12:00:00,32,\N,1190,0,1690,8,0,55,0,350,150,\N,0,0,CANCELLED,durham
2367,10/28/2023,11:00:00,31,\N,725,61.63,861.63,9,0,1,0,0,75,\N,0,0,CONFIRMED,chapel
2368,10/24/2023,11:45:00,31,\N,313.8,26.67,415.47,9,0,20,0,0,75,\N,0,0,CONFIRMED,raleigh
2369,11/11/2023,17:00:00,31,\N,1055,0,1130,8,0,25,0,0,75,\N,0,0,CANCELLED,undecided
2370,11/13/2023,11:30:00,31,\N,512.5,0,587.5,9,0,45,0,0,75,\N,0,0,CANCELLED,undecided
2371,8/11/2024,15:00:00,32,\N,1785,0,2535,8,0,85,0,0,150,\N,600,0,CONFIRMED,chapel
2372,8/11/2024,15:00:00,32,\N,3375,0,4385,9,0,75,45,0,150,\N,860,0,CANCELLED,chapel
2373,11/21/2023,18:00:00,31,\N,1100,0,1100,8,75,60,0,0,75,\N,0,0,CONFIRMED,raleigh
2374,11/17/2023,15:00:00,32,\N,7400,612,7962,9,200,600,0,0,150,\N,0,0,CONFIRMED,durham
2375,11/11/2023,17:30:00,32,\N,682.5,0,800,8,32.5,35,0,0,150,\N,0,0,CONFIRMED,durham
2376,11/10/2023,17:00:00,32,\N,1270,0,1290,8,130,40,0,0,150,\N,0,0,CONFIRMED,raleigh
2377,10/27/2023,11:00:00,30,\N,200,0,200,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2378,11/4/2023,17:00:00,32,\N,935,79.48,1164.48,9,0,50,0,0,150,\N,0,0,CONFIRMED,chapel
2379,2/16/2024,17:00:00,32,\N,7300,0,7550,8,0,350,0,0,150,\N,100,0,CANCELLED,chapel
2380,10/26/2023,11:15:00,31,\N,535,45.48,655.48,9,0,20,0,0,75,\N,0,0,CONFIRMED,raleigh
2381,10/28/2023,11:30:00,30,\N,297.5,0,275,8,22.5,1,0,0,0,\N,0,0,CONFIRMED,durham
2382,10/27/2023,17:30:00,30,\N,403.5,34.3,437.8,9,0,15,0,0,0,\N,0,0,CONFIRMED,durham
2383,11/11/2023,19:00:00,30,\N,240,20.4,240,9,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2384,12/14/2023,18:00:00,31,\N,215,18.28,308.28,8,0,25,0,0,75,\N,0,0,CANCELLED,chapel
2385,5/24/2024,19:00:00,31,\N,350,0,425,8,0,200,0,0,75,0,0,0,INQUIRY,chapel
2386,5/25/2024,7:00:00,31,\N,1360,0,1435,8,0,350,0,0,75,0,0,0,INQUIRY,chapel
2387,5/25/2024,12:00:00,31,\N,2275,0,2350,8,0,200,0,0,75,0,0,0,INQUIRY,chapel
2388,5/25/2024,19:00:00,31,\N,1197.5,0,1272.5,8,0,200,0,0,75,0,0,0,INQUIRY,chapel
2389,5/26/2024,7:00:00,31,\N,1960,0,2035,8,0,200,0,0,75,0,0,0,INQUIRY,chapel
2390,5/26/2024,12:00:00,31,\N,2642.5,0,2717.5,8,0,200,0,0,75,0,0,0,INQUIRY,chapel
2391,5/26/2024,18:30:00,31,\N,1302.5,0,1377.5,8,0,200,0,0,75,0,0,0,INQUIRY,chapel
2392,5/27/2024,7:00:00,31,\N,770,0,845,8,0,200,0,0,75,0,0,0,INQUIRY,chapel
2393,10/27/2023,17:30:00,30,\N,285,0,285,9,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2394,11/10/2023,16:00:00,30,\N,80,0,80,8,0,30,0,0,0,\N,0,0,CONFIRMED,durham
2395,11/17/2023,11:30:00,30,\N,280,0,280,9,0,40,0,0,0,\N,0,0,CANCELLED,raleigh
2396,10/27/2023,13:30:00,30,\N,0,0,0,9,0,10,0,0,0,\N,0,0,CANCELLED,durham
2397,11/11/2023,17:30:00,31,\N,554,0,629,8,0,35,0,0,75,\N,0,0,CONFIRMED,chapel
2398,10/28/2023,11:30:00,30,\N,320,0,250,9,70,1,0,0,0,\N,0,0,CONFIRMED,durham
2399,10/31/2023,11:00:00,31,\N,522.5,44.41,641.91,9,0,40,0,0,75,\N,0,0,CONFIRMED,raleigh
2400,10/28/2023,19:15:00,30,\N,460,0,450,8,10,20,0,0,0,\N,0,0,CONFIRMED,raleigh
2401,10/28/2023,17:30:00,30,\N,300,0,270,9,30,20,0,0,0,\N,0,0,CONFIRMED,durham
2402,10/29/2023,18:45:00,30,\N,225,0,200,9,25,10,0,0,0,\N,0,0,CONFIRMED,durham
2403,10/29/2023,11:00:00,30,\N,330,0,330,9,0,25,0,0,0,\N,0,0,CONFIRMED,raleigh
2404,10/28/2023,18:30:00,30,\N,70,5.95,75.95,9,0,8,0,0,0,\N,0,0,CONFIRMED,raleigh
2405,10/29/2023,13:00:00,30,\N,720,0,720,9,0,25,0,0,0,\N,0,0,CONFIRMED,raleigh
2406,11/9/2023,11:15:00,31,\N,805,68.43,948.43,9,0,90,0,0,75,\N,0,0,CONFIRMED,chapel
2407,11/25/2023,17:00:00,30,\N,1410,0,1400,9,10,30,47,0,0,\N,0,0,CONFIRMED,ch_vip_buffet
2408,11/11/2023,11:00:00,31,\N,712.5,0,787.5,8,0,50,0,0,75,\N,0,0,CANCELLED,raleigh
2409,10/29/2023,19:30:00,30,\N,160,13.6,173.6,9,0,10,0,0,0,\N,0,0,CONFIRMED,raleigh
2410,11/5/2023,18:00:00,32,\N,5297.5,405.45,5325.45,8,527.5,160,0,0,150,\N,0,0,CONFIRMED,durham
2411,11/11/2023,17:00:00,31,\N,485,0,573,9,0,25,0,0,75,\N,13,0,CONFIRMED,raleigh
2412,10/18/2023,16:30:00,31,\N,0,0,75,9,0,20,0,0,75,\N,0,0,CANCELLED,durham
2413,11/18/2023,17:00:00,32,\N,495,42.08,687.08,8,0,20,0,0,150,\N,0,0,CONFIRMED,raleigh
2414,11/11/2023,16:00:00,30,\N,380,32.3,412.3,9,0,30,0,0,0,\N,0,0,CONFIRMED,chapel
2415,11/3/2023,11:25:00,30,\N,140,0,140,9,0,10,0,0,0,\N,0,0,CANCELLED,durham
2416,11/5/2023,17:00:00,30,\N,240,0,240,9,0,80,0,0,0,\N,0,0,CANCELLED,chapel
2417,11/3/2023,17:30:00,30,\N,97.5,0,97.5,9,0,20,0,0,0,\N,0,0,CONFIRMED,durham
2418,11/1/2023,11:00:00,31,\N,286,0,336,9,0,10,0,0,50,\N,0,0,CONFIRMED,chapel
2419,11/13/2023,11:15:00,31,\N,520,41.65,595,8,0,30,0,0,75,\N,0,0,CONFIRMED,durham
2420,12/15/2023,17:00:00,32,\N,550,46.75,746.75,9,0,45,0,0,150,\N,0,0,CANCELLED,undecided
2421,11/29/2023,12:00:00,32,\N,1610,109.68,1550,9,319.68,200,0,0,150,\N,0,0,CONFIRMED,raleigh
2422,11/5/2023,18:00:00,30,\N,551,0,551,9,0,20,0,0,0,\N,0,0,CONFIRMED,chapel
2423,11/5/2023,11:00:00,31,\N,1195,0,1245,8,25,120,0,0,75,\N,0,0,CONFIRMED,raleigh
2424,11/3/2023,20:30:00,30,\N,140,11.9,151.9,9,0,45,0,0,0,\N,0,0,CONFIRMED,chapel
2425,12/13/2023,11:00:00,31,\N,350,0,425,8,0,20,0,0,75,\N,0,0,CONFIRMED,raleigh
2426,11/4/2023,14:30:00,30,\N,70,5.95,75.95,9,0,15,0,0,0,\N,0,0,CONFIRMED,chapel
2427,11/3/2023,12:30:00,30,\N,200,0,200,9,0,10,0,0,0,\N,0,0,CONFIRMED,durham
2428,11/4/2023,10:45:00,30,\N,205,0,205,9,0,25,0,0,0,\N,0,0,CONFIRMED,raleigh
2429,11/3/2023,15:30:00,30,\N,60,5.1,65.1,9,0,30,0,0,0,\N,0,0,CONFIRMED,durham
2430,11/18/2023,8:00:00,31,\N,1172.5,99.66,1347.16,9,0,40,0,0,75,\N,0,0,CONFIRMED,raleigh
2431,11/10/2023,18:00:00,32,\N,2455,0,2575,9,0,200,0,0,120,\N,0,0,CONFIRMED,chapel
2432,11/11/2023,14:00:00,30,\N,435,0,435,9,0,25,0,0,0,\N,0,0,CONFIRMED,chapel
2433,11/10/2023,17:00:00,30,\N,360,0,360,9,0,50,0,0,0,\N,0,0,CANCELLED,chapel
2434,11/11/2023,20:00:00,30,\N,200,0,200,9,0,25,0,0,0,\N,0,0,CONFIRMED,chapel
2435,12/1/2023,17:00:00,30,\N,1303.75,0,1303.75,9,0,60,0,0,0,\N,0,0,CANCELLED,undecided
2436,11/12/2023,17:00:00,30,\N,280,23.8,303.8,9,0,20,0,0,0,\N,0,0,CONFIRMED,durham
2437,11/5/2023,17:00:00,30,\N,135,0,135,9,0,7,0,0,0,\N,0,0,CONFIRMED,raleigh
2438,11/5/2023,14:00:00,30,\N,65,0,65,9,0,5,0,0,0,\N,0,0,CONFIRMED,durham
2439,1/7/2024,11:30:00,30,\N,1037.5,0,1037.5,9,0,60,0,0,0,\N,0,0,CANCELLED,ch_bar_buffet
2440,11/17/2023,20:00:00,30,\N,1240,0,1240,9,0,70,0,0,0,\N,0,0,CANCELLED,ch_vip_buffet
2441,11/8/2023,11:00:00,31,\N,665,50.15,715.15,9,75,30,0,0,75,\N,0,0,CONFIRMED,durham
2442,11/10/2023,12:00:00,31,\N,839.4,0,830.46,9,83.94,100,0,0,75,\N,0,0,CONFIRMED,durham
2443,11/11/2023,11:00:00,31,\N,897.5,0,922.5,9,50,60,0,0,75,\N,0,0,CONFIRMED,raleigh
2444,11/10/2023,10:30:00,31,\N,1595,135.58,1805.58,9,0,110,0,0,75,\N,0,0,CONFIRMED,durham
2445,11/10/2023,18:15:00,31,\N,465,0,540,9,0,25,0,0,75,\N,0,0,CONFIRMED,chapel
2446,11/10/2023,18:00:00,30,\N,369,0,369,9,0,25,0,0,0,\N,0,0,CONFIRMED,chapel
2447,11/9/2023,10:00:00,30,\N,360,0,360,9,0,60,0,0,0,\N,0,0,CANCELLED,chapel
2448,11/9/2023,11:00:00,31,\N,1365,116.03,1756.03,9,0,50,0,0,75,\N,0,200,CONFIRMED,raleigh
2449,11/11/2023,16:00:00,30,\N,150,0,150,8,0,30,0,0,0,\N,0,0,CANCELLED,raleigh
2450,11/12/2023,14:00:00,32,\N,290,0,440,9,0,40,0,0,150,\N,0,0,CANCELLED,raleigh
2451,11/30/2023,19:00:00,31,\N,1620,135.58,1805.58,9,25,150,0,0,75,\N,0,0,CONFIRMED,durham
2452,12/8/2023,10:30:00,32,\N,2969.85,0,1759.85,9,1360,90,0,0,150,\N,0,0,CONFIRMED,durham
